index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
83,84.0,0.09636592599999999,0.07320301900000001,0.0003,0.0027,0.0003,94.0,23.0
84,85.0,0.13414577800000002,0.124549594,5.5628,0.0037,1.6981,73.0,14.0
85,86.0,0.17353688899999997,0.17252718,8.1641,0.0258,7.8487,140.0,35.0
86,87.0,0.166327704,0.166087025,7.4859,3.0955,7.8321,135.0,34.0
87,89.0,0.058569777999999996,0.056193262,0.3755,0.8564,0.1286,50.0,14.0
89,91.0,0.118404741,0.117120799,0.0151,0.2734,1.4031,97.0,26.0
91,93.0,0.10481866699999999,0.104079485,0.3613,0.6039,0.8165,76.0,22.0
92,94.0,0.099287111,0.09872739400000001,0.3085,0.55,1.232,90.0,23.0
93,95.0,0.12457866699999999,0.12186358300000001,0.0029,9.0806,2.9062,95.0,27.0
94,96.0,0.14308148099999998,0.140975795,0.0029,5.2159,0.6333,109.0,30.0
95,97.0,0.15090577800000002,0.147403634,0.2104,3.2591,2.2177,131.0,32.0
96,98.0,0.127642074,0.125313186,0.4662,2.2985,3.483,121.0,30.0
97,99.0,0.112278815,0.110898414,0.4558,3.2067,3.2331,107.0,27.0
98,100.0,0.102495407,0.10128979699999999,1.8249,3.0339,0.491,84.0,26.0
99,101.0,0.125789926,0.125354613,1.6798,2.7186,0.2395,92.0,25.0
100,102.0,0.144760889,0.138447654,0.0003,11.8455,0.0003,100.0,27.0
102,104.0,0.149263111,0.14814707300000002,0.8352,3.3794,3.5136,135.0,30.0
107,109.0,0.086729481,0.084477544,0.0222,0.2412,1.1707,76.0,20.0
109,111.0,0.06801748099999999,0.058363007,0.0,0.4473,0.6719,26.0,8.0
110,112.0,0.09236948099999999,0.058840869000000004,0.0,0.0,0.009000000000000001,55.0,15.0
111,113.0,0.12545777800000002,0.10452778800000001,0.003,0.3344,0.0091,82.0,23.0
112,114.0,0.132662519,0.131616745,0.0031,5.2274,0.0962,99.0,30.0
113,115.0,0.13105096300000002,0.128242158,0.2392,3.2541,0.0865,137.0,32.0
114,116.0,0.110649185,0.107346476,0.4985,2.3055,0.0864,124.0,28.0
115,117.0,0.116869037,0.115229731,0.4824,3.2378,2.9205,121.0,30.0
116,118.0,0.11525363,0.114452703,2.1762,2.3058,3.301,95.0,25.0
117,119.0,0.150193185,0.149735839,2.0389,2.7338,8.9699,106.0,27.0
118,120.0,0.191636444,0.190862363,0.0418,12.5721,27.7998,102.0,31.0
119,121.0,0.224529778,0.22469892800000002,16.1778,27.0852,12.9144,133.0,35.0
120,122.0,0.218570963,0.219014528,22.9555,22.2115,4.0859,147.0,35.0
121,123.0,0.17835792600000003,0.176919517,9.5278,18.3886,3.9993,119.0,29.0
122,124.0,0.14726963,0.14021108300000001,1.0762,20.7148,1.0762,99.0,27.0
124,126.0,0.165873185,0.166514726,6.2063,24.4499,7.5732,111.0,28.0
126,128.0,0.058054222,0.081205248,0.0,1.5176,1.7829,33.0,9.0
128,130.0,0.117073778,0.115937342,2.4743,1.262,0.3505,99.0,25.0
129,131.0,0.11554548099999999,0.113826825,2.4208,0.0089,0.009000000000000001,103.0,30.0
130,132.0,0.08572296300000001,0.08271837,0.0029,0.0093,0.0089,87.0,29.0
131,133.0,0.08893037,0.06752287400000001,0.0742,1.1237,0.0,53.0,11.0
132,134.0,0.118172741,0.052729551,0.109,0.9054,0.0,73.0,10.0
133,135.0,0.155010963,0.15306676,2.2864,1.8347,3.8402,197.0,47.0
134,136.0,0.14154192599999998,0.140970197,3.2402,2.399,4.0712,163.0,40.0
135,137.0,0.136129778,0.13469910699999998,2.3826,1.2227,2.6398,125.0,34.0
136,138.0,0.179409481,0.171867713,1.508,1.9261,2.1494,123.0,35.0
137,139.0,0.230605333,0.23177503600000002,18.0137,12.8468,5.5849,163.0,48.0
138,140.0,0.21170637,0.211493923,25.3139,20.6729,5.3147,136.0,41.0
139,141.0,0.175307852,0.173357951,7.0775,19.6346,6.5728,119.0,35.0
141,143.0,0.205961778,0.205734508,7.9591,21.6677,15.5902,131.0,33.0
143,145.0,0.11727437,0.11634489,6.7238,6.3803,1.4172,94.0,25.0
145,147.0,0.260852148,0.261922395,21.184,55.7083,39.8004,110.0,39.0
146,148.0,0.21626370399999997,0.217118982,25.621,3.0205,39.3727,103.0,31.0
147,149.0,0.140918519,0.13877234900000002,22.5861,0.1412,21.6977,72.0,25.0
148,150.0,0.047584593,0.037460495,0.0,0.1415,0.0109,43.0,12.0
149,151.0,0.085174222,0.075182762,0.1664,0.15,0.0,89.0,19.0
150,152.0,0.14131703699999998,0.131456637,0.7545,6.1814,0.0,184.0,35.0
151,153.0,0.17238251899999998,0.166691629,7.5577,7.4593,1.1842,249.0,48.0
152,154.0,0.133126519,0.131859707,3.4772,1.3165,1.0876,183.0,42.0
153,155.0,0.098817185,0.09764257800000001,2.0666,0.0053,0.1153,108.0,31.0
154,156.0,0.116372741,0.10728399999999999,1.4956,0.0053,0.6762,99.0,28.0
156,158.0,0.15593214800000002,0.152724151,21.3439,17.0347,1.0223,100.0,30.0
161,163.0,0.15386163,0.15415056900000002,18.3224,22.3411,3.5188,113.0,32.0
163,165.0,0.262148148,0.264179585,21.4087,69.2157,0.0032,131.0,47.0
164,166.0,0.21303703699999998,0.214847237,25.6922,3.5281,0.0702,95.0,35.0
165,167.0,0.141185778,0.140549213,22.7315,0.193,0.2242,100.0,27.0
166,168.0,0.067977185,0.066671277,0.0711,0.1912,0.094,78.0,22.0
167,169.0,0.104726222,0.10356825900000001,0.2388,0.221,0.2328,125.0,31.0
168,170.0,0.154694519,0.153233586,0.7605,7.1534,0.1787,217.0,48.0
169,171.0,0.159387852,0.159001959,7.2987,6.9404,0.1522,223.0,49.0
170,172.0,0.11270340699999999,0.10612831,1.983,1.3147,0.0,152.0,38.0
171,173.0,0.057586963,0.055714393,1.0706,0.0054,0.0,67.0,20.0
172,174.0,0.053396741,0.051778195,1.3321,0.0051,0.34600000000000003,62.0,18.0
173,175.0,0.075342222,0.071842435,1.8230000000000002,0.0053,0.8581,78.0,21.0
174,176.0,0.08120503700000001,0.07571123,1.7221,0.6081,0.8562,79.0,21.0
175,177.0,0.10086103699999999,0.094543981,0.8432,0.7709,0.5415,99.0,26.0
176,178.0,0.114639111,0.11217871900000001,2.6553,0.8059,0.907,102.0,28.0
178,180.0,0.045226667000000005,0.084406451,0.0027,0.0,0.0,24.0,11.0
180,182.0,0.17050607399999998,0.16990051,19.0864,28.7289,0.0145,96.0,30.0
182,184.0,0.15588,0.15598341599999999,11.2589,0.5772,0.0514,69.0,25.0
183,185.0,0.10737363,0.10603829099999999,10.1167,0.0763,0.16899999999999998,86.0,24.0
184,186.0,0.06739051900000001,0.066187482,0.0722,0.0935,0.175,83.0,23.0
185,187.0,0.090335111,0.089188083,0.2379,0.2158,0.2138,98.0,27.0
186,188.0,0.09507940699999999,0.09279029300000001,0.1882,3.1304,0.0786,108.0,28.0
187,189.0,0.083120296,0.080496225,1.1926,1.4163,0.7235,98.0,24.0
188,190.0,0.06248444400000001,0.034439153,0.753,0.4475,0.0,38.0,7.0
189,191.0,0.041655111,0.029106207999999998,0.7541,0.0272,0.0,25.0,7.0
190,192.0,0.052556444,0.049207284000000004,0.3945,0.001,0.248,54.0,15.0
191,193.0,0.12252444400000001,0.120867106,9.4497,0.0021,0.9587,82.0,24.0
192,194.0,0.154256593,0.152174409,10.8728,2.7421,0.9520000000000001,104.0,29.0
193,195.0,0.15446014800000002,0.149526467,2.4844,2.6524,0.5411,125.0,30.0
195,197.0,0.056483556,0.046143172,0.16699999999999998,0.0,0.6919,68.0,18.0
196,199.0,0.11594251900000001,0.111068822,3.1866,1.0328,1.9151,92.0,22.0
198,201.0,0.065602963,0.037512334,0.0065,0.3342,0.0,26.0,8.0
199,202.0,0.08457185199999999,0.083403028,0.0806,0.4503,0.0507,63.0,20.0
200,203.0,0.113791111,0.113128172,0.0,13.5865,0.2126,90.0,29.0
201,204.0,0.124588444,0.12384422199999999,4.1663,2.456,0.2837,113.0,29.0
202,205.0,0.088630222,0.08342083,2.9360000000000004,0.1693,0.2124,90.0,23.0
203,206.0,0.047127407,0.035024612000000004,0.5225,0.0,0.0891,28.0,9.0
204,207.0,0.046528,0.043242191,0.1249,0.0,0.7514,54.0,13.0
205,208.0,0.099897481,0.099165396,1.9966,0.7953,0.7168,78.0,21.0
206,209.0,0.107756444,0.10796037300000001,2.0376,2.0853,0.0,85.0,21.0
207,210.0,0.12672059300000002,0.125220256,7.4248,11.2066,0.3687,92.0,28.0
209,212.0,0.19597985199999998,0.196964387,39.0295,30.5418,4.314,145.0,40.0
963,973.0,0.12426637,0.123825188,1.6282,3.0479,5.7915,104.0,25.0
965,975.0,0.117976296,0.117661584,1.1912,2.6321,1.151,148.0,29.0
966,976.0,0.12875851900000002,0.12820409,0.2433,1.7556,1.0767,185.0,34.0
967,977.0,0.147091259,0.145880927,2.4846,2.7216,0.8202,162.0,36.0
968,978.0,0.135052148,0.133243579,1.9726,1.0451,0.7742,166.0,34.0
969,979.0,0.125860148,0.11902754199999999,0.6992,0.5717,0.5143,180.0,34.0
970,980.0,0.109386074,0.10034191199999999,0.2742,0.4718,0.106,238.0,37.0
971,981.0,0.111792296,0.106557803,0.5134,0.6092,0.2554,244.0,37.0
972,982.0,0.100256593,0.094989932,0.369,0.3614,0.3611,209.0,35.0
973,983.0,0.080500741,0.06847669299999999,0.0863,0.0257,0.2159,181.0,30.0
974,984.0,0.071205037,0.064667686,0.0172,0.0256,0.0995,181.0,29.0
975,985.0,0.08258637,0.074944391,0.1693,0.0735,0.0997,176.0,28.0
976,986.0,0.136396741,0.13211946300000002,0.1592,0.3473,0.3051,139.0,28.0
977,987.0,0.201495704,0.200740925,13.4528,4.8704,1.4915,128.0,32.0
978,988.0,0.21702666699999998,0.218652885,12.7419,52.6396,51.3736,107.0,33.0
980,990.0,0.167688593,0.168209857,1.6477,38.0897,13.1463,82.0,25.0
982,992.0,0.118287111,0.112240299,0.7094,2.9479,2.8715,60.0,13.0
984,994.0,0.123179259,0.11622173,0.3566,0.2091,1.2612,94.0,14.0
985,995.0,0.11802488900000001,0.116609125,1.4139,0.0615,0.8189,144.0,34.0
986,996.0,0.10294311099999999,0.09377311,1.4197,0.1114,0.7759,126.0,26.0
987,997.0,0.09997392599999999,0.095656005,0.7015,0.5199,0.5121,147.0,29.0
988,998.0,0.08854933300000001,0.078445609,0.2262,0.4463,0.0542,176.0,31.0
989,999.0,0.105017481,0.09909318,0.3469,0.5087,0.2156,195.0,35.0
990,1000.0,0.11319437,0.109845395,0.8713,0.4761,0.4953,165.0,35.0
991,1001.0,0.115921778,0.107627952,0.7558,2.3724,0.3363,168.0,32.0
992,1002.0,0.110876741,0.10773219099999999,0.36200000000000004,0.2222,0.3818,194.0,35.0
993,1003.0,0.115770074,0.09717445699999999,0.1555,0.2235,0.505,198.0,32.0
994,1004.0,0.161801481,0.156142405,0.2545,0.3798,1.2545,178.0,35.0
995,1005.0,0.21880503699999998,0.21936609399999998,13.4854,5.6469,2.2671,160.0,37.0
997,1007.0,0.173906074,0.172906737,3.2079,8.3934,4.4212,72.0,23.0
999,1009.0,0.096024593,0.09125269400000001,0.0,0.2975,2.5529,47.0,10.0
1001,1011.0,0.089896,0.081367415,0.0,0.8418,0.8421,47.0,9.0
1002,1012.0,0.083553185,0.073523459,0.3602,0.0634,0.0448,56.0,11.0
1003,1013.0,0.10641096300000001,0.105472538,0.8174,0.0598,1.7648,100.0,25.0
1004,1014.0,0.11181155599999999,0.11058737800000001,0.8279,0.5759,1.7615,111.0,26.0
1005,1015.0,0.116676741,0.107043166,2.8436,6.3724,0.8171,92.0,22.0
1006,1016.0,0.105459259,0.08548353800000001,0.0,6.8015,0.0559,95.0,20.0
1007,1017.0,0.13157896300000002,0.12686724300000002,0.0535,4.2499,0.2212,140.0,31.0
1008,1018.0,0.136280593,0.135323865,0.8220000000000001,3.2008,0.6175,158.0,33.0
1009,1019.0,0.132652444,0.129548775,0.8045,4.0279,0.5468,179.0,35.0
1010,1020.0,0.127069926,0.12273130199999999,0.732,1.2706,0.5513,181.0,34.0
1012,1022.0,0.141609481,0.12574760599999998,0.1335,0.7288,0.9508,153.0,29.0
1017,1027.0,0.08480622199999999,0.071982054,0.1524,0.7048,0.9440000000000001,48.0,11.0
1019,1029.0,0.073109333,0.054362430999999996,0.0,0.4453,0.5839,40.0,9.0
1020,1030.0,0.055134815,0.045889014000000006,0.0,0.5335,0.0579,41.0,9.0
1021,1031.0,0.08816237,0.087076111,0.0648,0.5697,1.2222,86.0,20.0
1022,1032.0,0.10969777800000001,0.109066911,1.7963,0.929,2.9022,121.0,25.0
1023,1033.0,0.141658963,0.138494679,1.28,7.697,5.5094,104.0,26.0
1024,1034.0,0.178659259,0.17629476,3.1668,16.96,0.6256,103.0,27.0
1025,1035.0,0.217205333,0.215870586,14.1065,6.5435,2.3515,161.0,39.0
1026,1036.0,0.205438222,0.205714354,5.1871,3.8102,3.6645,160.0,36.0
1027,1037.0,0.154677037,0.15356276,1.3244,4.3556,2.852,178.0,36.0
1028,1038.0,0.136907259,0.135879205,0.6954,2.1118,1.3463,172.0,35.0
1029,1039.0,0.118016889,0.11340360199999999,0.0359,0.4562,0.672,153.0,34.0
1030,1040.0,0.09535199999999999,0.06359865599999999,0.1277,0.3983,0.5579999999999999,60.0,11.0
1031,1041.0,0.05957363,0.053091754000000005,0.517,0.3432,0.1282,64.0,17.0
1032,1042.0,0.061830222000000004,0.053204166,0.2082,1.2265,0.6779999999999999,48.0,14.0
1034,1044.0,0.163249481,0.138537225,0.0,0.0191,2.5161,41.0,11.0
1036,1046.0,0.11657422199999999,0.047376787999999996,0.0,0.4678,0.0591,46.0,8.0
1038,1048.0,0.047155852000000005,0.041619948,0.0,0.5687,0.0744,44.0,9.0
1039,1049.0,0.079687704,0.07837384,0.0766,0.598,0.1977,81.0,21.0
1040,1050.0,0.100438815,0.099376448,0.9889,0.9671,1.8766,99.0,24.0
1041,1051.0,0.137296593,0.136412153,0.1642,7.6184,3.1577,116.0,28.0
1042,1052.0,0.198936593,0.199585459,7.0518,17.3699,1.4921,111.0,30.0
1043,1053.0,0.24103763,0.24346853,38.6423,20.3684,15.287,136.0,37.0
1044,1054.0,0.21493807399999998,0.21577653600000002,7.2695,6.0652,13.1975,127.0,33.0
1045,1055.0,0.163013333,0.16116733800000002,1.9929,5.2387,4.7138,127.0,30.0
1046,1056.0,0.145700148,0.14408726800000002,0.0114,4.1991,2.3722,148.0,35.0
1047,1057.0,0.129660148,0.125628924,0.0113,0.0391,1.5097,131.0,34.0
1048,1058.0,0.087563556,0.035233648,0.0,0.0,0.3432,49.0,8.0
1049,1059.0,0.045844148,0.027112694,0.0038,0.0,0.0066,32.0,7.0
1051,1061.0,0.101639704,0.100060883,2.6887,0.6055,3.1572,64.0,18.0
1053,1063.0,0.179181333,0.178822901,0.7127,0.9846,0.9914,152.0,35.0
1055,1065.0,0.11895614800000001,0.08352607599999999,0.0,0.2417,2.4386,45.0,11.0
1056,1066.0,0.067215704,0.064660744,0.1316,0.2626,0.1283,75.0,21.0
1057,1067.0,0.079608296,0.078447512,0.1914,0.1509,2.4606,83.0,19.0
1058,1068.0,0.089047704,0.087666384,0.1889,2.5049,3.9714,81.0,21.0
1059,1069.0,0.090707556,0.08873384599999999,0.0,2.9691,2.3614,70.0,19.0
1060,1070.0,0.133556444,0.131940321,6.6534,6.9351,1.1425,73.0,21.0
1061,1071.0,0.17439911100000002,0.174928802,29.1199,15.6278,5.0642,83.0,25.0
1062,1072.0,0.165028741,0.165240579,4.1673,6.4479,5.7594,85.0,23.0
1063,1073.0,0.156649185,0.155442631,1.4332,6.1232,3.4245,105.0,25.0
1064,1074.0,0.132187852,0.131430886,0.0112,4.2463,0.5024,112.0,31.0
1066,1076.0,0.087480889,0.08625105,0.1322,1.2768,0.2798,92.0,25.0
1071,1081.0,0.162453037,0.162348555,0.6361,0.8628,0.1522,138.0,34.0
1073,1083.0,0.101004444,0.086343644,0.0,1.2332,1.1446,51.0,16.0
1074,1084.0,0.06239437,0.055382195999999995,0.0,1.2041,0.1463,54.0,15.0
1075,1085.0,0.08097451900000001,0.076698303,0.4506,3.6587,3.112,73.0,18.0
1076,1086.0,0.085777481,0.084500273,0.7207,1.6112,1.0022,79.0,19.0
1077,1087.0,0.096745481,0.09531765,1.3707,1.5379,1.8685,78.0,19.0
1078,1088.0,0.10374459300000001,0.101616731,5.4927,3.2867,1.1683,70.0,20.0
1079,1089.0,0.128243852,0.126282792,6.6433,0.7523,3.5228,84.0,22.0
1080,1090.0,0.129220444,0.109929927,1.4935,2.3148,4.1455,88.0,20.0
1081,1091.0,0.16367377800000002,0.161830163,0.0556,6.3471,5.003,103.0,29.0
1082,1092.0,0.136194667,0.134831225,0.0249,3.3985,0.6975,110.0,27.0
1083,1093.0,0.103282074,0.100975514,0.0226,1.2691,0.2806,82.0,22.0
1084,1094.0,0.08693777800000001,0.082260214,1.8495,1.2668,0.5962,78.0,19.0
1085,1095.0,0.117806815,0.11330059599999999,10.5335,1.8762,0.1398,83.0,21.0
1086,1096.0,0.149807407,0.149827649,13.2143,8.2199,6.2268,96.0,26.0
1088,1098.0,0.08165451900000001,0.08046857,2.3488,1.6319,0.0604,52.0,17.0
1090,1100.0,0.087215407,0.07412537599999999,0.027999999999999997,1.0696,0.0,70.0,20.0
1092,1102.0,0.061736593,0.06244761,0.0,1.2304,3.1043,47.0,16.0
1093,1103.0,0.090893333,0.090596475,0.8285,2.5414,3.883,66.0,19.0
1094,1104.0,0.10374903699999999,0.103977374,1.1326,1.4303,0.9617,76.0,22.0
1095,1105.0,0.12928563,0.130125388,7.1345,1.6082,4.4448,94.0,26.0
1096,1106.0,0.112957037,0.112644488,6.9322,6.0834,3.9069,77.0,21.0
1097,1107.0,0.111031111,0.10970129699999999,5.656000000000001,0.261,3.1278,75.0,15.0
1098,1108.0,0.109292741,0.107891291,0.7664,0.2492,0.7101,95.0,22.0
1099,1109.0,0.14311970400000001,0.14167780800000002,0.7873,3.3853,0.9786,117.0,28.0
1100,1110.0,0.135093333,0.133788842,0.4144,3.7382,0.6811,91.0,24.0
1101,1111.0,0.087608296,0.08526453699999999,0.0135,0.2378,0.2776,60.0,20.0
1102,1112.0,0.097846815,0.095477423,1.7778,0.2093,1.578,63.0,17.0
1103,1113.0,0.138871111,0.13836032199999998,13.4344,0.2705,15.3755,84.0,22.0
1105,1115.0,0.10056977800000001,0.098903065,2.8917,3.5766,6.9091,73.0,23.0
1107,1117.0,0.08998340699999999,0.089354349,0.8039,0.5364,0.0686,84.0,25.0
1109,1119.0,0.06900563,0.066480155,0.0,2.964,3.4625,48.0,15.0
1110,1120.0,0.080445333,0.079105859,0.9463,5.2037,3.5414,51.0,18.0
1111,1121.0,0.098398519,0.09774479999999999,2.3056,2.6884,2.0319,86.0,24.0
1112,1122.0,0.099177481,0.09921219699999999,0.4112,2.6423,0.9321,85.0,22.0
1113,1123.0,0.132556741,0.133179759,7.6667,3.5914,4.5749,103.0,26.0
1114,1124.0,0.117051259,0.117042424,7.5968,6.0493,5.1734,80.0,22.0
1115,1125.0,0.107351407,0.103918593,6.3339,0.2461,4.1776,89.0,22.0
1116,1126.0,0.113958222,0.108323695,0.7766,0.2486,0.7427,101.0,23.0
1117,1127.0,0.14174163,0.138247239,0.7955,0.6883,1.2028,126.0,28.0
1118,1128.0,0.171176296,0.16985012600000002,0.4131,9.5902,1.5709,112.0,30.0
1120,1130.0,0.196617481,0.19619071800000001,0.0962,61.5696,3.2971,84.0,26.0
1125,1135.0,0.100502519,0.101018285,2.0234,1.3358,0.1321,71.0,20.0
1127,1137.0,0.112608593,0.111855704,2.1369,6.5289,4.1232,70.0,20.0
1128,1138.0,0.136872889,0.136581218,4.376,7.0575,4.0166,77.0,20.0
1129,1139.0,0.125183704,0.12479815300000001,3.0148,2.3852,2.5543,74.0,21.0
1130,1140.0,0.09906103699999999,0.098019224,0.3162,2.0378,1.8519999999999999,76.0,20.0
1131,1141.0,0.08188563,0.08023882,2.5715,1.9325,1.0339,73.0,19.0
1132,1142.0,0.082520593,0.080557469,0.6613,2.9566,3.8552,68.0,16.0
1133,1143.0,0.10244237,0.100543558,2.4253,2.1546,3.6052,98.0,22.0
1134,1144.0,0.130149333,0.129122193,2.3755,0.3303,0.0498,114.0,28.0
1135,1145.0,0.166311407,0.165537283,0.76,0.6821,2.7028,148.0,35.0
1136,1146.0,0.244652741,0.244991237,8.4727,13.1457,37.8333,144.0,37.0
1137,1147.0,0.269960296,0.271412443,8.8978,73.1559,32.1687,122.0,36.0
1138,1148.0,0.302077333,0.30465224,8.2105,170.9893,36.0593,110.0,38.0
1139,1149.0,0.22127259300000002,0.223107923,0.7698,48.9803,16.5483,95.0,29.0
1140,1150.0,0.150916444,0.151163377,0.7176,10.6478,10.9305,68.0,21.0
1142,1152.0,0.108440593,0.107633551,0.25,0.4164,2.5093,77.0,19.0
1144,1154.0,0.111107259,0.110946782,0.3325,4.5291,1.9055,86.0,23.0
1146,1156.0,0.17481659300000002,0.174413769,4.1342,5.9522,5.394,67.0,21.0
1147,1157.0,0.156650667,0.156624968,2.2453,0.4336,3.9623,70.0,21.0
1148,1158.0,0.116218074,0.115154715,0.1576,0.0946,3.9336,61.0,19.0
1149,1159.0,0.06826251900000001,0.06607171099999999,0.0207,0.0949,0.7572,53.0,17.0
1150,1160.0,0.103641185,0.102415368,0.075,0.9385,4.5881,77.0,20.0
1151,1161.0,0.128804148,0.127668904,2.6841,3.5768,4.4363,101.0,23.0
1152,1162.0,0.135339556,0.134719261,2.6576,2.4265,0.0303,108.0,26.0
1153,1163.0,0.130144,0.12896880300000002,2.4315,1.1128,0.0147,115.0,29.0
1154,1164.0,0.21725037,0.217726945,40.0085,4.6908,23.7477,123.0,33.0
1155,1165.0,0.264714963,0.26679505800000003,45.4443,68.8282,28.5575,125.0,35.0
