index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
1156,1166.0,0.295929481,0.298621873,37.0485,156.9879,29.3051,113.0,38.0
1157,1167.0,0.18816237,0.189101173,1.102,8.5226,1.5778,78.0,24.0
1159,1169.0,0.068815111,0.066252981,0.385,0.6358,0.2298,55.0,16.0
1161,1171.0,0.090917926,0.08873698099999999,2.6307,1.6752,2.2762,84.0,19.0
1163,1173.0,0.13221659300000002,0.131070362,2.7439999999999998,2.1484,4.3015,74.0,20.0
1164,1174.0,0.19146163,0.19111876,2.7417,2.7060000000000004,64.4709,79.0,23.0
1165,1175.0,0.18981985199999998,0.19021185399999999,0.0039,7.7756,66.0394,97.0,33.0
1166,1176.0,0.179834667,0.17913416,14.5417,15.1774,20.3498,75.0,21.0
1167,1177.0,0.169424889,0.169342931,6.3034,17.7047,0.8548,77.0,21.0
1168,1178.0,0.196057185,0.196345228,1.8307,42.3255,18.0028,88.0,28.0
1169,1179.0,0.16998874100000003,0.170243119,4.3918,5.2861,17.9938,94.0,26.0
1170,1180.0,0.11598607400000001,0.115536512,2.6296,2.5916,0.0589,98.0,24.0
1171,1181.0,0.091833778,0.127805941,3.0909,1.6217,0.0,49.0,14.0
1172,1182.0,0.165197926,0.165077112,36.2998,1.5042,10.0911,99.0,25.0
1174,1184.0,0.190075259,0.18880223,34.5034,3.9065,12.1238,96.0,27.0
1920,1945.0,0.153772741,0.154137134,0.9755,0.0,3.2956,138.0,35.0
1922,1947.0,0.089180444,0.07290833,0.4844,0.0,0.0,82.0,17.0
1923,1948.0,0.026172741,0.004326761,0.0,0.0,0.0,48.0,6.0
1924,1949.0,0.050568296,0.04659013099999999,0.0832,0.0094,0.0,81.0,14.0
1925,1950.0,0.090958815,0.087045321,0.2275,0.318,0.0128,214.0,43.0
1926,1951.0,0.09755022199999999,0.091681963,0.245,0.0,0.1284,247.0,56.0
1927,1952.0,0.063736889,0.05437665,0.047,0.0,0.0899,148.0,33.0
1928,1953.0,0.024217481000000003,0.003647107,0.0,0.0,0.0,34.0,6.0
1929,1954.0,0.044473778,0.038472423,0.0052,0.0,0.0,73.0,13.0
1930,1955.0,0.067664,0.059611515,0.0052,0.0684,0.0,111.0,21.0
1931,1956.0,0.09126637,0.089264778,0.0744,2.1292,0.4018,139.0,35.0
1932,1957.0,0.107704,0.102314377,2.9687,2.2418,1.3345,69.0,13.0
1933,1958.0,0.119176296,0.113488695,3.7118,4.4964,1.0487,67.0,13.0
1934,1959.0,0.16082844400000001,0.155797556,5.1697,16.0693,1.3829,61.0,14.0
1935,1960.0,0.24026755600000002,0.239370657,0.3721,68.8763,35.6884,58.0,17.0
1937,1962.0,0.23160325899999998,0.232407632,0.5968,57.7808,50.3195,104.0,40.0
1939,1964.0,0.220054222,0.217887053,2.1069999999999998,0.2565,20.5126,226.0,61.0
1941,1966.0,0.039301926,0.021012797000000003,0.035,0.1157,0.0,32.0,7.0
1942,1967.0,0.078102815,0.07585376,0.1342,0.0437,0.0851,153.0,36.0
1943,1968.0,0.12653837,0.12402784300000001,0.2672,0.3648,0.4863,311.0,64.0
1944,1969.0,0.12342133300000001,0.119993789,0.2377,0.1044,0.4552,329.0,75.0
1945,1970.0,0.08507229599999999,0.075388775,0.0475,0.0363,0.0956,207.0,54.0
1946,1971.0,0.047445926,0.01197721,0.0,0.0,0.0,61.0,5.0
1947,1972.0,0.06446311099999999,0.051580467000000005,0.0052,0.0769,0.0049,126.0,24.0
1948,1973.0,0.076110815,0.069944761,0.0052,0.2032,0.005,129.0,35.0
1949,1974.0,0.08380711099999999,0.081347821,0.0052,2.3273,0.2082,113.0,33.0
1950,1975.0,0.100673185,0.083927242,2.9594,2.1208,0.1699,55.0,11.0
1951,1976.0,0.119293333,0.09977727800000001,3.7066,2.9789,0.1651,62.0,12.0
1952,1977.0,0.158174222,0.157764759,5.0015,12.9379,0.0195,137.0,49.0
1954,1979.0,0.22847199999999998,0.23006087100000003,17.0189,12.2998,35.6116,115.0,39.0
1956,1981.0,0.244110519,0.244720285,2.2217,9.1053,9.8237,288.0,84.0
1958,1983.0,0.153558519,0.151138745,1.594,2.9366,0.8348,123.0,40.0
1959,1984.0,0.10198903699999999,0.099849159,1.0525,2.4167,0.0,93.0,24.0
1960,1985.0,0.122719704,0.121384378,1.0144,0.7715,1.3194,164.0,49.0
1961,1986.0,0.118782815,0.114004848,0.0661,0.6037,1.462,209.0,57.0
1962,1987.0,0.098623111,0.09345132699999999,0.0434,0.1321,0.5341,237.0,63.0
1963,1988.0,0.07876414799999999,0.064202589,0.0,0.0982,0.0718,93.0,11.0
1964,1989.0,0.068613037,0.041109842,0.0,0.006999999999999999,0.0,86.0,8.0
1965,1990.0,0.082616,0.07566902,0.0051,0.0805,0.0078,201.0,50.0
1966,1991.0,0.084338074,0.078742985,0.005,0.1971,0.121,187.0,43.0
1967,1992.0,0.110216889,0.103515636,0.3004,1.2285,0.255,160.0,40.0
1969,1994.0,0.12178637,0.120572641,0.2166,1.3075,0.1518,148.0,46.0
1974,1999.0,0.16424740699999998,0.158735485,1.181,7.1878,0.6894,188.0,60.0
1976,2001.0,0.145703111,0.142672046,1.0726,2.7554,3.3596,132.0,47.0
1977,2002.0,0.160908148,0.159238202,1.0607,2.4745,0.821,154.0,56.0
1978,2003.0,0.155206222,0.15479100199999998,0.9998,1.8929,3.6606,173.0,56.0
1979,2004.0,0.113465185,0.111041391,0.0428,0.2819,3.4438,144.0,46.0
1980,2005.0,0.08858429599999999,0.085358475,0.0916,0.2492,0.2068,149.0,40.0
1981,2006.0,0.13809659300000002,0.13360970000000003,0.1761,0.3093,0.0962,176.0,46.0
1982,2007.0,0.169280889,0.158766835,0.1848,4.187,0.0927,248.0,57.0
1983,2008.0,0.152748148,0.149183858,0.0763,6.0878,0.0078,240.0,67.0
1984,2009.0,0.114272296,0.111227811,0.2737,2.2723,0.1164,256.0,60.0
1985,2010.0,0.121568593,0.118276265,0.5301,1.7993,0.2485,223.0,58.0
1986,2011.0,0.146607407,0.146394841,0.4828,3.4116,0.2189,220.0,59.0
1987,2012.0,0.12974696300000002,0.12848176,0.2702,5.9003,0.7681,172.0,48.0
1988,2013.0,0.09443940699999999,0.092629401,0.0,5.2591,0.6829,109.0,33.0
1989,2014.0,0.09594903699999999,0.094735327,0.6961,4.02,4.7117,98.0,30.0
1991,2016.0,0.146920889,0.146745287,0.9227,21.8135,19.3443,86.0,32.0
1993,2018.0,0.121028148,0.085359147,0.9468,1.7434,0.6586,54.0,11.0
1995,2020.0,0.19392177800000002,0.191050462,1.1165,3.0768,4.7679,238.0,72.0
1996,2021.0,0.177193481,0.175440476,0.9853,2.7789,5.1908,225.0,68.0
1997,2022.0,0.107559704,0.105703072,0.0425,0.2081,4.7196,115.0,39.0
1998,2023.0,0.08412414800000001,0.081798587,0.1884,0.19699999999999998,0.3052,114.0,28.0
1999,2024.0,0.16604237,0.164518413,9.3224,0.2272,0.3539,167.0,46.0
2000,2025.0,0.20400770399999998,0.202600642,14.05,4.4378,0.3621,222.0,63.0
2001,2026.0,0.169274667,0.166334465,6.6869,6.479,0.2052,200.0,58.0
2002,2027.0,0.106991407,0.105969657,0.3411,2.2934,0.1199,226.0,56.0
2003,2028.0,0.121215407,0.11869277,0.5174,1.8608,0.5268,244.0,58.0
2004,2029.0,0.145127111,0.145344621,0.5589,3.7715,0.6924,202.0,59.0
2005,2030.0,0.120047704,0.11916637699999999,0.1311,6.0982,0.5492,150.0,43.0
2006,2031.0,0.11092237,0.109477818,0.0,7.346,5.6097,92.0,30.0
2008,2033.0,0.167124444,0.16630983300000002,0.9067,23.9096,22.8293,115.0,38.0
2010,2035.0,0.074667852,0.06711196700000001,1.7116,0.271,0.607,100.0,20.0
2012,2037.0,0.116732741,0.114083222,0.8204,1.3801,1.8958,165.0,47.0
2013,2038.0,0.155068741,0.152355791,1.3664,2.7525,2.3706,223.0,61.0
2014,2039.0,0.155186074,0.15374862,2.9189999999999996,5.0099,2.1687,219.0,59.0
2015,2040.0,0.12770163,0.127923061,3.7981,2.6757,2.4577,152.0,43.0
2016,2041.0,0.12009600000000001,0.118336725,0.1653,1.4274,2.1024,131.0,38.0
2017,2042.0,0.187981333,0.188544713,9.6986,1.4279,5.2129,177.0,55.0
2018,2043.0,0.20398992600000002,0.20483655899999997,14.5504,6.6854,4.997,195.0,59.0
2019,2044.0,0.15182222199999998,0.150974158,6.95,6.4617,0.0011,145.0,47.0
2020,2045.0,0.099360296,0.096423068,0.004,1.9884,0.1292,127.0,43.0
2021,2046.0,0.090192593,0.086384175,0.0041,0.8053,0.5416,132.0,40.0
2023,2048.0,0.056750815,0.052876672,0.0,0.4485,0.3673,64.0,20.0
2028,2053.0,0.060397037,0.058050181,1.706,0.0226,1.4708,64.0,17.0
2030,2055.0,0.101474963,0.098983791,0.5589,1.3428,2.5098,135.0,38.0
2031,2056.0,0.11523733300000001,0.112283965,1.0402,2.1416,2.1542,174.0,49.0
2032,2057.0,0.12095496300000001,0.11916301800000001,1.4608,3.1107,1.9627,173.0,46.0
2033,2058.0,0.115590815,0.11547717099999999,0.092,2.4966,1.5016,147.0,42.0
2034,2059.0,0.118574519,0.11740294800000001,0.7857,1.6476,1.0436,143.0,40.0
2035,2060.0,0.145909333,0.14506919,4.1139,2.1198,1.8515,169.0,50.0
2036,2061.0,0.136829333,0.135799711,4.1965,3.8349,1.5531,145.0,45.0
2037,2062.0,0.091520296,0.089119449,2.3627,0.6679,0.0004,100.0,30.0
2038,2063.0,0.112934519,0.107342781,15.5098,0.6535,0.1451,98.0,28.0
2039,2064.0,0.11368622199999999,0.111763557,15.9104,0.1216,0.6062,125.0,33.0
2040,2065.0,0.103378667,0.10094438800000001,15.0499,0.0196,0.5829,96.0,31.0
2041,2066.0,0.045102519,0.045163833,0.0,0.0202,0.2333,56.0,18.0
2042,2067.0,0.10422933300000001,0.10513419199999999,0.0,0.079,13.2494,80.0,27.0
2043,2068.0,0.151736889,0.155107172,0.0,8.1017,22.873,103.0,40.0
2045,2070.0,0.09413333300000001,0.08961141800000001,0.0,6.3262,3.6943,86.0,26.0
2047,2072.0,0.147496889,0.147613006,5.9474,0.0396,9.2264,83.0,29.0
2049,2074.0,0.128309333,0.155077351,0.0,3.0199,6.317,50.0,12.0
2050,2075.0,0.121823111,0.12169563800000001,0.1896,2.1925,3.5749,133.0,38.0
2051,2076.0,0.11795644400000001,0.11733800900000001,0.2259,1.587,0.2206,143.0,42.0
2052,2077.0,0.116427852,0.11447397599999999,0.7278,3.4209,1.1319,154.0,40.0
2053,2078.0,0.100130074,0.09800075,0.92,2.5026,0.0996,136.0,40.0
2054,2079.0,0.09070459300000001,0.088729479,0.4295,4.482,1.0184,106.0,30.0
2055,2080.0,0.067089185,0.064663319,0.1109,0.7759999999999999,0.0004,77.0,23.0
2056,2081.0,0.125413037,0.125192266,17.2173,0.7644,2.4343,108.0,33.0
2057,2082.0,0.128589037,0.128593724,17.7977,0.7267,4.79,122.0,38.0
2058,2083.0,0.131952593,0.128721363,17.3929,2.7481,4.4793,122.0,35.0
2059,2084.0,0.09203614800000001,0.090369412,0.1901,2.294,3.6899,93.0,28.0
2060,2085.0,0.146381926,0.145272964,7.1107,3.6598,11.3159,107.0,32.0
2062,2087.0,0.151142519,0.151247349,6.1909,13.7435,17.1048,125.0,39.0
2064,2089.0,0.161082963,0.16212462800000002,9.1477,4.0907,7.0451,119.0,36.0
2066,2091.0,0.22186992600000002,0.22443133399999998,5.0114,57.9805,15.7375,142.0,48.0
2067,2092.0,0.146243556,0.14676768,0.3642,0.3844,7.8053,105.0,36.0
2068,2093.0,0.110343704,0.110718376,0.3135,0.38799999999999996,1.4224,101.0,32.0
2069,2094.0,0.10975703699999999,0.10982826400000001,0.1357,1.0219,0.9368,121.0,34.0
2070,2095.0,0.109806815,0.11040879599999999,0.1411,2.9328,2.0012,124.0,35.0
2071,2096.0,0.086573926,0.08610213800000001,0.0508,2.2605,0.0432,87.0,30.0
2072,2097.0,0.087833778,0.08719065,0.0765,4.4663,1.7677,84.0,26.0
2073,2098.0,0.08974577800000001,0.088548994,0.3038,2.2455,1.7853,91.0,26.0
2074,2099.0,0.139321778,0.13902426699999998,13.1098,1.9957,2.2359,135.0,38.0
2075,2100.0,0.130186074,0.129895863,13.3661,1.5762,3.1164,148.0,39.0
2077,2102.0,0.11511822199999999,0.11406978699999999,0.1898,1.0272,1.7538,116.0,33.0
2081,2107.0,0.185241481,0.186155407,9.352,4.4566,14.3894,132.0,45.0
2083,2109.0,0.22200829600000002,0.22404953800000002,11.2522,54.4204,15.285,126.0,43.0
2084,2110.0,0.148064889,0.147986965,5.957999999999999,3.702,4.8391,110.0,31.0
2085,2111.0,0.116367111,0.11585001,0.6349,4.505,6.965,111.0,32.0
2086,2112.0,0.12098637,0.120993625,0.1358,5.1436,11.5605,119.0,35.0
2087,2113.0,0.103294815,0.103535789,0.1224,0.7851,7.8985,99.0,32.0
2088,2114.0,0.082403556,0.079890165,0.0322,0.4463,0.0437,86.0,26.0
2089,2115.0,0.130594667,0.128566853,1.1356,0.4502,1.8623,94.0,28.0
2090,2116.0,0.165070222,0.16557535,4.8644,2.9639,1.9064,112.0,35.0
2091,2117.0,0.161599407,0.161565929,4.8742,1.7744,3.5609,120.0,38.0
2092,2118.0,0.10595407400000001,0.105195316,2.5243,1.3123,2.8018,127.0,35.0
2093,2119.0,0.09077511099999999,0.08991092099999999,0.2845,1.6345,1.485,120.0,35.0
2094,2120.0,0.138508444,0.137901271,0.5655,0.7623,1.5984,138.0,36.0
2095,2121.0,0.16919792600000003,0.166858455,0.4218,0.9221,29.7092,121.0,40.0
2096,2122.0,0.16921629600000002,0.16872377100000002,0.4348,15.9634,30.0168,109.0,37.0
2098,2124.0,0.11169925900000001,0.108358516,4.188,4.4172,6.1251,110.0,30.0
2100,2126.0,0.130517037,0.129986553,0.0,17.3459,11.6092,40.0,12.0
2102,2128.0,0.100824889,0.09919809,4.375,4.2274,5.6966,76.0,21.0
2103,2129.0,0.11366963,0.11222686300000001,1.9412,6.1037,7.5417,95.0,27.0
2104,2130.0,0.138545481,0.13880705699999998,4.1271,10.7477,12.0122,123.0,36.0
2105,2131.0,0.125023111,0.125750965,3.6771,2.9654,7.9492,116.0,37.0
2106,2132.0,0.136129778,0.13607962,0.0,2.8633,2.9294,109.0,38.0
2107,2133.0,0.21397866699999998,0.21539586,1.0743,3.3923,4.2602,116.0,40.0
2108,2134.0,0.25026637,0.25282758,4.9918,35.6814,8.0151,146.0,49.0
2109,2135.0,0.197518815,0.19849717100000003,4.9661,1.0876,11.8062,125.0,41.0
2110,2136.0,0.094164444,0.093549631,2.7047,0.6942,0.6362,105.0,32.0
2111,2137.0,0.058978667,0.058200996,0.4166,0.4708,0.5157,89.0,25.0
2112,2138.0,0.094938074,0.094169462,0.7175,0.8413,0.8499,98.0,27.0
2113,2139.0,0.140479407,0.138950371,2.1553,1.6191,24.9823,112.0,33.0
2115,2141.0,0.166359111,0.16212462800000002,3.4341,3.0224,12.0198,109.0,35.0
2117,2143.0,0.156142815,0.155695669,4.7199,4.6898,21.5616,85.0,32.0
2119,2145.0,0.170796741,0.169787427,23.8978,25.2447,14.9975,80.0,28.0
2120,2146.0,0.147140444,0.145954823,4.2074,17.9954,10.5656,86.0,27.0
2121,2147.0,0.17477807399999998,0.174059963,8.4211,19.4071,12.8127,109.0,33.0
2122,2148.0,0.14743377800000002,0.147457377,7.1142,9.0862,13.0672,125.0,36.0
2123,2149.0,0.114209185,0.114365371,4.5303,2.8665,8.7632,113.0,33.0
2124,2150.0,0.16510340699999998,0.163885817,3.8887,2.9796,9.471,139.0,43.0
2125,2151.0,0.26531792600000004,0.266605839,9.2484,5.2081,75.7141,179.0,58.0
2126,2152.0,0.282654222,0.284383443,10.9546,13.8859,77.5159,178.0,60.0
2127,2153.0,0.185351407,0.184961873,3.5937,0.9574,35.9163,100.0,39.0
2128,2154.0,0.071588148,0.07010912400000001,1.7806,0.5293,0.08800000000000001,77.0,26.0
2130,2156.0,0.079413926,0.078241163,0.7163,0.7803,0.4077,94.0,29.0
2879,2917.0,0.106385185,0.10550332800000001,0.2942,0.2573,0.6148,83.0,24.0
2881,2919.0,0.143787259,0.141999144,0.1278,0.8079999999999999,0.3369,139.0,34.0
2882,2920.0,0.107694815,0.099437804,0.125,0.1911,0.6054,151.0,36.0
2883,2921.0,0.068860444,0.056237487999999995,0.0043,0.1385,0.0176,127.0,27.0
2884,2922.0,0.061778074,0.044273152999999996,0.0,0.1216,0.0,73.0,11.0
2885,2923.0,0.054153480999999996,0.036692536,0.0,0.0556,0.0,75.0,10.0
2886,2924.0,0.053435259000000006,0.036598038,0.0,0.0172,0.0,122.0,22.0
2887,2925.0,0.099367704,0.08905294300000001,0.3173,0.0174,0.6237,189.0,36.0
2888,2926.0,0.116243259,0.112985978,0.4788,0.2774,1.8116,186.0,39.0
2889,2927.0,0.126764444,0.12466267699999999,0.7020000000000001,1.5355,1.9157,134.0,41.0
2890,2928.0,0.089835259,0.087847317,0.3074,1.5054,1.9582,91.0,25.0
2891,2929.0,0.073535111,0.071799777,0.1531,0.0331,1.4959,81.0,23.0
2892,2930.0,0.10111051900000001,0.09982631800000001,0.0335,0.0333,1.8103,121.0,31.0
2893,2931.0,0.12046963,0.120383423,1.6481,0.2336,4.0413,151.0,34.0
2894,2932.0,0.111328593,0.111147645,1.6333,1.092,3.5637,119.0,31.0
2896,2934.0,0.111270815,0.10905952099999999,3.3154,0.9827,2.3112,57.0,19.0
2898,2936.0,0.217352593,0.214415057,0.0327,9.5303,3.2032,102.0,37.0
2900,2938.0,0.118836444,0.110695535,0.1256,0.0,2.7819,125.0,33.0
2901,2939.0,0.054216593,0.043686239,0.0053,0.0,0.0176,86.0,20.0
2902,2940.0,0.034638815,0.010264803000000001,0.0,0.0,0.0,37.0,9.0
2903,2941.0,0.026225481000000002,0.002195094,0.0,0.0,0.0,47.0,7.0
2904,2942.0,0.040317926000000004,0.002145796,0.0,0.0,0.0,62.0,5.0
2905,2943.0,0.10141659300000001,0.089215178,0.3653,0.1188,0.6223,179.0,33.0
2906,2944.0,0.141035852,0.137713172,0.5368,0.275,3.4239,198.0,40.0
2907,2945.0,0.134119704,0.132888654,0.45299999999999996,0.4143,3.5023,165.0,39.0
2908,2946.0,0.096146963,0.09328830699999999,0.0489,0.3811,1.8348,119.0,32.0
2909,2947.0,0.06955022200000001,0.06764010000000001,0.1347,0.1354,0.1446,85.0,23.0
2910,2948.0,0.109139259,0.108293129,0.1545,0.2202,0.9074,131.0,33.0
2911,2949.0,0.13235555599999999,0.132636735,1.6351,0.85,4.7043,156.0,36.0
2913,2951.0,0.118223704,0.117517151,2.6229,6.7881,2.6036,103.0,27.0
2915,2953.0,0.20409925899999998,0.204265543,9.9859,10.0898,6.3331,102.0,32.0
2917,2955.0,0.210023407,0.210162674,1.1487,13.0797,19.9221,93.0,30.0
2918,2956.0,0.11776207400000001,0.11585001,0.0311,5.5644,11.1673,83.0,25.0
2919,2957.0,0.07684207400000001,0.075174588,0.0,4.3474,0.2196,85.0,21.0
2920,2958.0,0.078567407,0.07697407,0.0,4.0705,0.0,74.0,19.0
2921,2959.0,0.065129778,0.053146952000000004,0.0,0.0,0.0,71.0,17.0
2922,2960.0,0.058176889,0.032845014,0.0,0.0,0.0,48.0,8.0
2923,2961.0,0.084298074,0.075189703,0.3106,0.1164,0.0183,156.0,32.0
2924,2962.0,0.13502814800000001,0.132069079,0.3553,0.2044,2.4883,179.0,37.0
2925,2963.0,0.136439111,0.135712379,0.3145,1.0418,2.9843,171.0,38.0
2926,2964.0,0.113873481,0.111142718,0.3514,0.848,2.7761,113.0,28.0
2928,2966.0,0.108098667,0.10706164,0.1353,1.2814,0.9368,140.0,32.0
2933,2971.0,0.190979852,0.190274553,6.7862,6.2018,0.5749,107.0,33.0
2935,2973.0,0.197274963,0.19591080800000002,4.4264,14.665999999999999,6.5438,93.0,28.0
2936,2974.0,0.173200296,0.17247119800000002,7.6262,8.357999999999999,6.5851,101.0,28.0
2937,2975.0,0.17409866699999998,0.173533734,8.0901,16.2069,4.4992,126.0,31.0
2938,2976.0,0.166995556,0.166535999,1.82,7.2289,2.0392,121.0,31.0
2939,2977.0,0.11986963,0.111022581,0.0117,0.0,0.0,96.0,23.0
2940,2978.0,0.084038222,0.06447578,0.0118,0.0,0.0,76.0,15.0
2941,2979.0,0.051592,0.01108515,0.0,0.0425,0.0,47.0,7.0
2942,2980.0,0.110924444,0.09820530699999999,0.0,0.0187,1.3989,123.0,29.0
2943,2981.0,0.139734519,0.13324133900000001,1.1427,0.0869,2.3648,142.0,30.0
2944,2982.0,0.150878815,0.14789291599999999,1.3252,1.5955,2.4643,155.0,34.0
2945,2983.0,0.14004503699999998,0.139204529,0.6963,1.7332,0.7881,154.0,34.0
2946,2984.0,0.14902963,0.148364283,0.7018,2.0389,1.6418,155.0,32.0
2947,2985.0,0.155379259,0.155337385,0.0,18.3604,6.4018,117.0,33.0
2948,2986.0,0.149758222,0.148803181,4.7443,13.8935,7.284,102.0,29.0
2950,2988.0,0.158813926,0.157159035,1.1866,30.468000000000004,1.3568,98.0,29.0
2952,2990.0,0.117899852,0.11022875800000001,0.4387,5.5295,3.6899,79.0,21.0
2954,2992.0,0.237221037,0.237648655,6.1855,6.3928,10.7244,125.0,38.0
2955,2993.0,0.262551111,0.26413144,5.7216,27.3978,13.8114,154.0,42.0
2956,2994.0,0.23703851899999998,0.23914561,4.476,5.487,15.6222,152.0,41.0
2957,2995.0,0.141701333,0.141256824,0.2403,0.8674,2.6288,109.0,31.0
2958,2996.0,0.08880503699999999,0.083174398,0.0118,0.5698,0.8445,66.0,19.0
2959,2997.0,0.047874667,0.036705971000000004,0.0291,0.7422,0.0,37.0,8.0
2960,2998.0,0.107166815,0.10470805,0.5489,0.8143,1.3992,114.0,26.0
2961,2999.0,0.18219763,0.181114799,5.2247,1.9496,4.4862,152.0,36.0
2962,3000.0,0.19514607399999997,0.193831642,5.2824,12.0322,6.2305,176.0,40.0
2963,3001.0,0.171701333,0.171671777,4.813,10.8016,12.0492,135.0,33.0
2964,3002.0,0.149454222,0.14786828400000002,0.1237,10.6157,11.4944,143.0,31.0
2965,3003.0,0.147154963,0.146846055,0.0,18.0937,11.0824,118.0,32.0
2967,3005.0,0.115508444,0.11563951900000001,0.3158,9.9849,2.1376,106.0,27.0
2969,3007.0,0.133059259,0.131968312,0.201,15.4752,7.7465,97.0,27.0
2971,3009.0,0.170973333,0.169088773,1.022,1.0513,6.9206,137.0,37.0
2972,3010.0,0.24210014800000002,0.24264111800000002,0.7836,12.0287,14.7294,144.0,40.0
2973,3011.0,0.252631704,0.254677221,3.9316,22.6989,11.5768,127.0,43.0
2974,3012.0,0.197953185,0.199005486,3.8564,2.6136,2.1221,119.0,36.0
2975,3013.0,0.11414400000000001,0.113022926,0.2263,1.4233,1.6034,102.0,26.0
2976,3014.0,0.09037066699999999,0.088929559,0.0664,1.0916,0.7704,102.0,27.0
2977,3015.0,0.097994963,0.09553821900000001,0.1835,2.9287,0.0,123.0,26.0
2978,3016.0,0.142924741,0.142058485,1.1137,4.5533,4.5414,148.0,34.0
2979,3017.0,0.21800355600000001,0.218141211,7.5091,29.6714,23.1309,154.0,40.0
2980,3018.0,0.210269333,0.210782953,7.4568,19.4845,29.8065,129.0,40.0
2982,3020.0,0.157873185,0.15652644,0.2437,12.5768,12.8274,112.0,30.0
2987,3025.0,0.143442667,0.142574638,1.5423,0.7249,18.3922,108.0,30.0
2989,3027.0,0.126376296,0.124326786,0.0003,0.728,2.1556,137.0,37.0
2990,3028.0,0.180877333,0.17939391600000001,0.265,11.602,2.134,145.0,35.0
2991,3029.0,0.173933333,0.17355724600000003,3.8595,8.3958,3.1749,133.0,36.0
2992,3030.0,0.11880207400000001,0.11541783,3.8115,2.0927,1.3032,85.0,22.0
2993,3031.0,0.058908148,0.057089867999999995,0.1916,1.319,0.138,65.0,18.0
2994,3032.0,0.073436444,0.072087188,0.0577,1.1204,0.6404,104.0,26.0
2995,3033.0,0.11757185199999999,0.11775787300000001,0.1879,3.3311,1.1922,138.0,38.0
2996,3034.0,0.147870815,0.147127084,0.9990000000000001,6.6165,5.6558,142.0,33.0
2997,3035.0,0.206519111,0.20615213300000002,2.6164,28.745,23.9226,148.0,39.0
2998,3036.0,0.214829333,0.21491441600000002,3.6998,25.8387,49.2689,118.0,39.0
2999,3037.0,0.213766815,0.214183292,12.2897,24.0443,43.2221,119.0,36.0
3000,3038.0,0.20029125899999997,0.200281873,0.0092,22.3094,16.1888,145.0,40.0
3001,3039.0,0.191725333,0.194779235,0.0,31.4576,8.8136,153.0,35.0
3002,3040.0,0.173667259,0.17621574399999998,0.0,26.3736,9.1453,141.0,34.0
3004,3042.0,0.143894222,0.142111108,2.3334,2.7626,5.2748,94.0,27.0
3006,3044.0,0.08390399999999999,0.07541195099999999,1.1429,0.2693,0.0,97.0,25.0
3008,3046.0,0.129760296,0.128129075,0.0388,0.0687,1.1822,165.0,38.0
3009,3047.0,0.119160296,0.118399425,0.0421,0.0422,1.7349,151.0,39.0
3010,3048.0,0.072744593,0.062341303,0.0225,1.2288,1.014,75.0,20.0
3011,3049.0,0.048760889,0.046876982000000005,0.3918,1.2256,0.133,51.0,16.0
3012,3050.0,0.112867556,0.111856599,5.2748,1.4169,2.455,89.0,23.0
3013,3051.0,0.150205926,0.15061923300000002,7.7108,2.9527,6.3063,126.0,32.0
3014,3052.0,0.14449777800000002,0.14349274,5.5804,2.9586,6.0727,130.0,29.0
3015,3053.0,0.112859852,0.144290782,0.0,5.2365,1.4219,91.0,28.0
3016,3054.0,0.147806222,0.146688186,11.2399,4.2789,15.5077,90.0,25.0
3017,3055.0,0.18940355600000003,0.189862527,19.7907,27.3291,17.8451,120.0,33.0
3018,3056.0,0.215599111,0.216504301,4.3184,26.823,16.6709,149.0,39.0
3019,3057.0,0.187769185,0.188644361,4.5997,32.8098,1.6822,136.0,37.0
3021,3059.0,0.150475852,0.149358521,0.3899,38.9523,4.414,105.0,26.0
3023,3061.0,0.073095407,0.07243853,1.3118,0.1944,0.0,63.0,20.0
3025,3063.0,0.070041185,0.06941047,0.17300000000000001,0.0778,0.0877,109.0,30.0
3026,3064.0,0.093872296,0.09336265099999999,0.1905,0.2697,0.0885,150.0,31.0
3027,3065.0,0.090658667,0.090324515,0.1406,0.4362,0.4719,135.0,28.0
3028,3066.0,0.064366222,0.06361948099999999,0.2938,1.6015,0.9233,84.0,20.0
3029,3067.0,0.065811259,0.06495073,1.575,1.7069999999999999,0.1355,72.0,18.0
3030,3068.0,0.122886815,0.12355087699999999,3.8584,4.2346,3.7762,89.0,24.0
3031,3069.0,0.126930963,0.127905147,3.2792,0.7703,5.914,96.0,27.0
3032,3070.0,0.12042725900000001,0.114731493,0.1337,0.6712,1.263,52.0,13.0
3033,3071.0,0.102896,0.072432596,0.0944,0.7095,0.3415,41.0,9.0
3034,3072.0,0.172645926,0.172099478,12.8398,9.5926,15.7745,95.0,26.0
3036,3074.0,0.18822311100000003,0.18724481399999998,4.0826,19.1399,17.3793,136.0,35.0
3041,3079.0,0.012346073999999999,0.004261911,0.0,0.0,0.0,19.0,5.0
3043,3081.0,0.06856888900000001,0.067562957,0.1744,0.0,0.0877,89.0,19.0
3044,3082.0,0.097817481,0.09730366300000001,0.1911,0.3193,0.0856,122.0,29.0
3045,3083.0,0.102040296,0.10153566900000001,0.1441,0.5185,0.5409,115.0,27.0
3046,3084.0,0.086337481,0.08595210699999999,0.2933,3.1465,1.1426,96.0,22.0
3047,3085.0,0.09209333300000001,0.092089064,1.5793,3.3483,0.9744,94.0,20.0
