index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
315,319.0,0.196224,0.19492440800000002,3.0672,2.7205,1.6207,201.0,45.0
317,321.0,0.18138548100000002,0.17490752899999998,2.2379,0.9443,1.3472,202.0,43.0
319,323.0,0.18771763,0.18026835300000002,1.0927,1.1486,0.6436,228.0,49.0
321,325.0,0.180445037,0.17665640300000002,1.0414,0.8221,0.7354,228.0,48.0
323,327.0,0.177185185,0.17308363899999998,0.6987,0.8683,0.8456,220.0,47.0
325,329.0,0.22746548100000002,0.21606204399999998,0.5007,1.5195,2.6572,239.0,53.0
327,331.0,0.23570074100000002,0.22612310600000002,1.7066,3.0202,5.8287,251.0,52.0
329,333.0,0.23679437,0.235615393,1.6991,1.7781,5.1477,274.0,58.0
331,335.0,0.195687704,0.19158117,0.7029,1.3077,1.7175,250.0,53.0
333,337.0,0.194478519,0.18990395300000001,0.9612,1.4104,0.9323,232.0,48.0
335,339.0,0.19745007399999998,0.195683522,0.4137,1.6565,1.0891,206.0,47.0
337,341.0,0.20027140699999998,0.198581144,2.3525,4.9783,1.5509,185.0,43.0
339,343.0,0.18409688899999999,0.183758263,2.5201,1.5492,1.7474,199.0,45.0
340,345.0,0.16720563,0.161640944,1.0447,0.4067,1.1889,193.0,50.0
342,347.0,0.17478459300000002,0.17058796699999998,0.6799,0.6444,0.6990000000000001,213.0,47.0
344,349.0,0.170642667,0.161990271,0.6541,0.6564,0.7307,202.0,43.0
348,353.0,0.23788237,0.232203858,1.3159999999999998,1.7658,3.5642,244.0,55.0
350,355.0,0.242570963,0.237930803,2.5283,2.5792,4.9478,269.0,55.0
354,359.0,0.196738667,0.182208685,1.4601,1.3329,0.9919,230.0,45.0
356,361.0,0.19836444399999997,0.19648294300000002,0.7222,1.2879,1.1754,216.0,46.0
360,365.0,0.214965333,0.21357644899999997,1.9521,3.48,2.0654,200.0,47.0
362,367.0,0.18846963,0.183917252,1.5958,1.4224,1.3881,200.0,43.0
364,369.0,0.17544474100000002,0.169073098,1.0408,0.5561,1.188,215.0,46.0
366,371.0,0.164196444,0.157807306,0.3663,0.5252,0.7794,202.0,44.0
370,375.0,0.21329037,0.206958272,0.6292,1.405,1.1568,247.0,54.0
372,377.0,0.21672740699999998,0.21200671699999998,1.3144,1.8214,0.8953,248.0,55.0
376,381.0,0.194056593,0.187506809,1.5461,1.4989,0.8348,220.0,47.0
378,383.0,0.19637748100000002,0.19068993899999997,0.5905,1.2074,0.8474,208.0,46.0
382,387.0,0.21814637,0.215180889,0.9906,3.2746,1.7078,195.0,46.0
384,389.0,0.206414519,0.203488515,1.7095,2.1873,1.6501,206.0,47.0
410,415.0,0.18779200000000001,0.184677486,1.6569999999999998,0.6644,2.1081,231.0,47.0
412,417.0,0.160867556,0.156895921,0.5152,0.5734,1.3115,205.0,43.0
414,419.0,0.16208266699999999,0.15516160199999998,0.5539,0.6846,0.9324,190.0,41.0
416,421.0,0.18301629600000002,0.179981726,1.0555,1.5171,0.7707,209.0,45.0
418,423.0,0.204014815,0.202284905,1.1577,1.6052,0.7835,218.0,49.0
420,425.0,0.202958815,0.20118654,1.8928,1.5757,0.2623,216.0,49.0
422,427.0,0.19896829600000002,0.19656579600000001,1.5322,1.3888,0.7361,207.0,47.0
424,429.0,0.197777185,0.19513378,1.2989,1.9594,0.9743,228.0,47.0
426,431.0,0.193379852,0.192165621,1.6480000000000001,1.8016,1.5923,232.0,48.0
428,433.0,0.223390815,0.22238127800000002,2.7632,2.0842,1.8474,230.0,52.0
430,435.0,0.224584,0.220814905,3.2547,3.153,2.2254,239.0,51.0
432,437.0,0.217755852,0.212563177,3.1606,1.5434,1.9802,240.0,48.0
434,439.0,0.20867348100000002,0.20503025600000002,2.5895,2.3752,1.2908,223.0,48.0
436,441.0,0.195113185,0.18793227199999998,1.4674,1.1333,1.2557,212.0,45.0
440,445.0,0.194675259,0.191873396,1.5151,1.9223,1.2144,215.0,47.0
442,447.0,0.20698163,0.20465741699999998,1.7402,1.7211,1.0387,210.0,49.0
446,451.0,0.205867852,0.202902945,1.4953,1.7521,1.3356,207.0,47.0
448,453.0,0.20406074100000002,0.20081706,1.5569,1.849,2.2395,237.0,50.0
452,457.0,0.243469037,0.24133338199999999,3.4938,2.3745,3.3037,257.0,55.0
454,459.0,0.23525511100000002,0.23316002800000002,4.6963,4.7605,3.1872,243.0,52.0
456,461.0,0.22846666699999998,0.226161174,6.0185,6.6953,3.4904,233.0,51.0
458,463.0,0.223211556,0.22159753199999999,4.156000000000001,6.0525,2.1476,221.0,51.0
460,465.0,0.215129481,0.21348351899999998,1.774,2.5967,1.5349,218.0,48.0
462,467.0,0.226773333,0.225484913,2.1472,2.3301,1.5701,225.0,53.0
464,469.0,0.203012444,0.201665745,1.692,1.6043,2.1457,223.0,52.0
466,471.0,0.198332444,0.19640456899999997,0.5823,1.1151,2.4459,196.0,45.0
468,473.0,0.207863407,0.20159296899999998,0.6216,1.2841,1.682,201.0,46.0
470,475.0,0.230322074,0.22396220600000002,1.6399,2.8148,2.0614,236.0,49.0
472,477.0,0.245143704,0.244264593,2.93,2.6424,2.779,280.0,59.0
474,479.0,0.259328889,0.25883331600000004,4.5583,3.2217,3.8744,278.0,59.0
476,481.0,0.255607111,0.254762314,5.0028,5.0816,4.6169,264.0,56.0
478,483.0,0.22192029600000002,0.220803709,3.6302,1.7393,2.4291,229.0,51.0
480,485.0,0.21846874100000002,0.21576534,4.47,6.8009,1.7898,213.0,46.0
482,487.0,0.215918222,0.214607635,3.7958,3.4366,2.165,214.0,49.0
486,491.0,0.196340741,0.19391673399999998,1.5875,1.4217,2.13,220.0,48.0
488,493.0,0.19581570399999998,0.184653973,1.4577,1.3259,2.5629,203.0,44.0
492,497.0,0.23353007399999998,0.229024087,4.2783,3.4639,2.0135,226.0,48.0
494,499.0,0.234650074,0.233454493,4.6262,1.9698,2.4469,258.0,55.0
498,503.0,0.244095704,0.24281914100000002,4.8935,2.8596,4.7615,303.0,56.0
500,505.0,0.23891199999999999,0.23729037100000003,5.4923,4.2761,4.1318,267.0,53.0
502,507.0,0.244295407,0.239232942,6.3893,7.0068,6.068,233.0,46.0
504,509.0,0.22253985199999998,0.22072085600000002,4.6464,6.006,2.4461,249.0,49.0
507,513.0,0.22628414800000002,0.22484336100000002,1.8331,2.0294,2.0533,277.0,53.0
509,515.0,0.20572444399999998,0.19998628899999998,1.6438,1.6254,1.3733,287.0,58.0
513,519.0,0.23672859300000001,0.23485292,5.372000000000001,2.9065,3.4851,276.0,69.0
515,521.0,0.234160593,0.231307028,4.7469,2.0803,2.8385,300.0,71.0
519,525.0,0.21758725899999998,0.216251263,3.3501,2.0683,3.2891,324.0,79.0
521,527.0,0.215396148,0.21441841600000003,3.7336,4.4019,2.3805,307.0,73.0
3143,3175.0,0.157196444,0.14488221,0.3921,0.8811,1.2856,242.0,54.0
3145,3177.0,0.145781333,0.115255483,0.4622,0.9503,0.4865,103.0,15.0
3147,3179.0,0.170371259,0.168425947,0.7695,1.3082,0.7667,270.0,62.0
3149,3181.0,0.20765925899999998,0.201870639,1.6779,2.5729,1.7019,329.0,71.0
3151,3183.0,0.23075585199999998,0.229087906,1.723,2.992,3.0856,380.0,83.0
3153,3185.0,0.22408651899999998,0.219500451,1.5209,2.2153,2.9091,358.0,81.0
3155,3187.0,0.210930667,0.20782711,1.6698,1.3941,1.94,323.0,75.0
3157,3189.0,0.23678044399999998,0.23426175100000002,3.266,2.0284,3.1782,322.0,75.0
3159,3191.0,0.258079407,0.256480957,2.8483,2.9181,10.2577,302.0,73.0
3161,3193.0,0.24472740699999998,0.24313823699999998,2.5402,1.1603,9.974,298.0,75.0
3163,3195.0,0.214261333,0.212136595,1.5116,1.1014,5.5168,310.0,74.0
3165,3197.0,0.19453570399999998,0.193548373,1.4615,1.5867,1.5987,340.0,76.0
3167,3199.0,0.161682667,0.150742393,0.5406,0.9712,0.4835,247.0,57.0
3169,3201.0,0.147522963,0.13426692699999998,0.5201,1.0405,0.7251,242.0,55.0
3173,3205.0,0.20363051899999998,0.201386955,1.9525,1.8482,2.0538,254.0,73.0
3175,3207.0,0.23607199999999998,0.23479245899999998,2.1823,2.467,3.383,348.0,73.0
3179,3211.0,0.252110815,0.25026249100000003,3.4611,3.1444,8.9459,325.0,60.0
3181,3213.0,0.263075556,0.26169063,2.4733,4.3522,15.6906,302.0,62.0
3185,3217.0,0.19985451899999998,0.197879131,1.3595,0.7036,8.4675,257.0,61.0
3187,3219.0,0.182270815,0.17830227,1.0048,0.7194,1.3298,293.0,65.0
3189,3221.0,0.180634667,0.17822725399999997,0.7773,1.0959999999999999,1.6581,270.0,67.0
3191,3223.0,0.162687111,0.158296587,1.1891,1.1876,1.6552,255.0,65.0
3193,3225.0,0.169607111,0.167936666,1.7556,1.2405,0.9796,269.0,63.0
3195,3227.0,0.196097185,0.19505316600000003,2.8765,2.1519999999999997,1.7629,248.0,56.0
3197,3229.0,0.210988444,0.21023769,2.5188,1.443,2.4856,273.0,63.0
3199,3231.0,0.21872325899999998,0.217069718,1.834,1.3088,2.4032,296.0,63.0
3201,3233.0,0.21728000000000003,0.21474535,2.3319,1.8167,2.6213,289.0,59.0
3203,3235.0,0.261646815,0.259797323,3.3614,3.9302,16.7355,291.0,61.0
3205,3237.0,0.259742519,0.25796671600000004,2.5615,3.2251,20.4409,280.0,61.0
3207,3239.0,0.231566519,0.229558154,2.2030000000000003,0.3905,16.2483,243.0,57.0
3209,3241.0,0.17553896300000002,0.171918097,0.9581,0.3282,3.6562,228.0,50.0
3211,3243.0,0.158904889,0.152099394,0.2304,0.3704,1.2307,230.0,47.0
3213,3245.0,0.163310815,0.15760913,1.1509,0.9757,1.4303,225.0,48.0
3215,3247.0,0.159074074,0.15613120800000002,1.2953,0.8536,1.0581,233.0,50.0
3219,3251.0,0.201882667,0.20061440600000002,2.8273,1.5596,2.1275,309.0,69.0
3221,3253.0,0.20968237,0.206237225,3.07,1.0703,2.4725,328.0,77.0
3225,3257.0,0.227529185,0.223480762,2.2849,1.9282,3.4665,333.0,71.0
3227,3259.0,0.250756741,0.248709553,1.8206,2.9973,2.8001,316.0,74.0
3231,3263.0,0.175402963,0.170614839,0.8792,0.4484,1.8933,266.0,62.0
3233,3265.0,0.144834074,0.138784665,0.3389,0.4069,0.8916,256.0,69.0
3235,3267.0,0.168115259,0.164267614,0.8998,0.8841,1.1534,264.0,63.0
3237,3269.0,0.164746963,0.162742668,1.5316,1.0971,1.3342,271.0,70.0
3241,3273.0,0.20316770399999998,0.20065135399999998,2.7363,1.5644,1.8349,326.0,73.0
3243,3275.0,0.20039170399999998,0.19506772100000003,2.1389,0.5476,2.2471,319.0,81.0
3247,3279.0,0.20015496300000002,0.19598582399999998,2.0502,1.4975,2.2415,347.0,77.0
3249,3281.0,0.240592296,0.239086269,2.2128,3.3977,3.3734,278.0,81.0
3253,3285.0,0.21149629600000003,0.20986373100000003,1.0857,0.6048,2.2484,287.0,66.0
3255,3287.0,0.153653333,0.14130049,0.7029,0.4634,1.2969,229.0,53.0
3281,3313.0,0.168666963,0.163865664,0.6920000000000001,1.5624,1.1966,249.0,70.0
3283,3315.0,0.163042963,0.160468684,1.6715,1.3917,1.499,251.0,70.0
3285,3317.0,0.151802667,0.14720098,1.1211,0.7018,0.6843,268.0,76.0
3287,3319.0,0.172737185,0.16743506800000002,1.4183,0.6886,0.6095,253.0,59.0
3289,3321.0,0.177348741,0.170904825,2.076,0.8795,1.3581,284.0,67.0
3291,3323.0,0.19367377800000002,0.18521491199999998,1.5141,2.4144,2.4521,276.0,66.0
3293,3325.0,0.18946725899999997,0.184380782,1.2211,1.953,2.3633,276.0,65.0
3295,3327.0,0.21358933300000002,0.210038394,1.3492,2.7641,2.1338,313.0,65.0
3297,3329.0,0.205395259,0.20314478600000002,1.1198,1.4465,1.9423,310.0,74.0
3299,3331.0,0.19805155600000002,0.19436235,0.4687,0.4724,1.6869999999999998,288.0,78.0
3301,3333.0,0.161126519,0.155171679,0.3144,0.4075,1.3504,256.0,62.0
3303,3335.0,0.174600593,0.168711455,1.1214,1.0743,1.3853,241.0,60.0
3305,3337.0,0.153884741,0.146159717,1.2392,1.2712,1.7241,236.0,59.0
3307,3339.0,0.156064889,0.148550143,1.217,0.6672,1.3048,233.0,62.0
3311,3343.0,0.173044741,0.164900209,1.0202,0.7246,0.7285,279.0,75.0
3313,3345.0,0.181110815,0.17517960100000002,1.3423,1.2373,1.0748,290.0,76.0
3317,3349.0,0.182320593,0.17899308600000002,1.2319,1.2967,1.4729,289.0,70.0
3319,3351.0,0.19094133300000002,0.189304947,1.2656,1.5806,1.2027,304.0,77.0
3323,3355.0,0.173721185,0.166795755,0.3137,0.6025,1.9193,250.0,64.0
3325,3357.0,0.170741333,0.15532283,0.9703,0.9456,2.1763,246.0,61.0
3327,3359.0,0.14799585199999998,0.13659913199999998,0.107,1.2386,1.3771,238.0,64.0
3329,3361.0,0.146416889,0.130132106,0.7931,1.2670000000000001,1.5614,230.0,57.0
3331,3363.0,0.141241481,0.128887069,0.6281,0.6331,0.5391,256.0,68.0
3333,3365.0,0.16873511100000002,0.158900072,0.2668,0.6709999999999999,0.4133,298.0,85.0
3335,3367.0,0.181613037,0.17467016600000002,1.1334,0.7455,0.7059,317.0,91.0
3337,3369.0,0.17722163,0.173906573,1.0477,1.6833,0.4849,327.0,90.0
3339,3371.0,0.170733037,0.16767579,1.0337,1.2790000000000001,0.8812,309.0,87.0
3341,3373.0,0.17972444399999998,0.17595439,1.3219,1.0431,1.6179,304.0,85.0
3343,3375.0,0.193297185,0.190104368,1.0802,0.9734,2.1308,304.0,87.0
3345,3377.0,0.187294815,0.18296108100000003,0.2494,0.8962,2.5701,273.0,91.0
3347,3379.0,0.171196741,0.164171325,0.2792,1.8903,3.0956,269.0,74.0
3349,3381.0,0.19347763,0.18750121100000003,1.5404,2.4362,3.0394,282.0,79.0
3351,3383.0,0.155272889,0.148931939,0.6886,1.304,1.9877,255.0,68.0
3353,3385.0,0.158282074,0.146713937,0.8448,0.6309,0.6406,235.0,67.0
3357,3389.0,0.177454222,0.167514563,0.8313,1.2202,0.5636,291.0,89.0
3359,3391.0,0.193736593,0.18941915,0.9322,1.1236,0.6566,340.0,98.0
3363,3395.0,0.188625481,0.178092898,1.0847,0.5352,1.5797,302.0,83.0
3365,3397.0,0.17889688899999998,0.171787099,1.1406,0.9379,1.5996,284.0,82.0
3369,3401.0,0.17412592600000001,0.167792233,0.4513,1.0587,2.7818,247.0,73.0
3371,3403.0,0.19205066699999998,0.182198608,1.1822,2.5594,2.5035,285.0,77.0
3373,3405.0,0.164618074,0.15994805199999998,0.2708,1.3041,2.147,257.0,81.0
3375,3407.0,0.154238519,0.14948951900000002,0.4874,1.1069,1.959,230.0,72.0
3379,3411.0,0.167258074,0.151425372,1.1266,0.892,0.4388,279.0,76.0
3381,3413.0,0.202023111,0.195673445,1.4625,1.0585,0.6471,314.0,94.0
3385,3417.0,0.181464889,0.1757383,0.4636,0.7619,0.6767,291.0,86.0
3387,3419.0,0.174947852,0.17286643,0.4395,0.522,1.2234,265.0,46.0
3390,3423.0,0.196756741,0.18494284,0.223,1.0273,0.7177,256.0,45.0
3392,3425.0,0.201515556,0.193390504,0.7947,1.7554,1.3171,273.0,59.0
3417,3451.0,0.163630222,0.159315457,0.7436,0.9279,1.1949,286.0,87.0
3419,3453.0,0.164188148,0.155295959,0.7827,1.3265,1.1458,293.0,79.0
3421,3455.0,0.18700088899999998,0.180821454,0.6673,0.8628,0.7305,316.0,91.0
3423,3457.0,0.18782192600000003,0.17966486899999998,1.1538,0.8314,0.5046,307.0,92.0
3425,3459.0,0.236925926,0.234607719,1.5459,1.1692,0.7786,314.0,97.0
3427,3461.0,0.214846222,0.211711133,0.982,0.9640000000000001,0.4592,290.0,91.0
3429,3463.0,0.209181333,0.203055215,0.1976,1.3091,0.426,280.0,92.0
3431,3465.0,0.17506044399999998,0.15451221199999998,0.4086,0.9052,1.0511,275.0,78.0
3433,3467.0,0.196284741,0.19269632899999997,0.9073,1.1123,1.68,333.0,109.0
3435,3469.0,0.21412355600000002,0.211980965,1.6553,1.4869,1.2269,347.0,103.0
3437,3471.0,0.213887407,0.21156893899999998,2.201,2.6379,1.1949,335.0,104.0
3439,3473.0,0.21051763,0.204407737,2.0216,2.9427,1.6836,349.0,94.0
3441,3475.0,0.16766637,0.16060528,0.7198,0.8221,1.3081,282.0,78.0
3443,3477.0,0.18494548100000002,0.182546815,0.7331,0.8240000000000001,1.0301,296.0,92.0
3447,3481.0,0.219922074,0.21687266100000002,1.6331,1.5038,0.8958,327.0,97.0
3449,3483.0,0.253586074,0.252706659,1.594,1.2336,0.6925,347.0,109.0
3453,3487.0,0.201004148,0.163633899,0.2102,1.1803,0.9798,119.0,17.0
3455,3489.0,0.165062519,0.146842696,0.8476,0.7174,1.0802,262.0,68.0
3459,3493.0,0.20105837,0.198636006,2.2364,3.0027,2.1257,342.0,94.0
3461,3495.0,0.21688000000000002,0.214009748,2.1885,3.7982,1.6808,358.0,108.0
3463,3497.0,0.153101926,0.15017361699999998,0.5526,0.6722,0.8268,266.0,82.0
3465,3499.0,0.169109333,0.144830707,0.5378,1.3191,1.1502,265.0,70.0
3467,3501.0,0.20017037,0.19422575399999997,0.7727,1.7912,0.9409,322.0,92.0
3469,3503.0,0.186976,0.182889425,0.5362,0.9574,0.5013,307.0,81.0
3471,3505.0,0.226389037,0.224033863,0.8707,1.1175,0.9827,298.0,95.0
3473,3507.0,0.204590222,0.20164559199999998,0.71,1.0557,1.1393,264.0,84.0
3475,3509.0,0.21582163,0.18681263399999998,0.4171,1.4346,1.4568,255.0,73.0
3477,3511.0,0.175495407,0.163155814,0.7679,1.0462,1.1164,273.0,81.0
