index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
0,1.0,0.193009481,0.191142272,2.4459999999999997,0.6735,1.6562,221.0,50.0
2,3.0,0.22593451899999997,0.222174145,3.4934,2.0561,3.3575,227.0,53.0
4,5.0,0.254325333,0.25291827100000003,3.6061,2.6663,3.2796,265.0,57.0
6,7.0,0.230392,0.22459704100000003,1.6612,2.4285,2.2559,231.0,50.0
8,9.0,0.190241778,0.187492254,0.8634,1.1048,1.2138,216.0,47.0
10,11.0,0.202258963,0.200400555,2.2887,1.1661,1.3161,204.0,47.0
12,13.0,0.21359229600000001,0.212264234,2.445,4.1813,1.5317,220.0,48.0
14,15.0,0.21839525899999998,0.216979027,2.3116,4.7978,1.4325,221.0,49.0
16,17.0,0.231865778,0.22926480899999999,1.0347,4.7191,0.893,256.0,55.0
18,19.0,0.252805926,0.247928046,1.8816,4.1773,2.0382,283.0,57.0
20,21.0,0.267223704,0.264350889,2.8589,4.5728,2.5566,304.0,61.0
22,23.0,0.247946074,0.246234035,2.8589,4.6944,2.1934,297.0,60.0
24,25.0,0.214493037,0.210404516,3.5215,2.5141,2.2604,222.0,48.0
26,27.0,0.25389007399999997,0.25190164,4.2901,4.6941,3.5079,260.0,56.0
29,31.0,0.221752593,0.21764409199999998,1.3531,2.1395,2.0616,229.0,53.0
31,33.0,0.17807288899999998,0.171663939,0.522,1.4554,0.9333,199.0,44.0
35,37.0,0.21378340699999998,0.21009213699999998,2.1358,5.8202,2.0497,229.0,49.0
37,39.0,0.229530963,0.226589995,2.2034,3.8714,2.1504,233.0,54.0
41,43.0,0.252575704,0.251884845,3.2208,3.9269,2.3644,291.0,60.0
43,45.0,0.273409185,0.271559115,3.6678,5.0912,3.3617,296.0,62.0
45,47.0,0.219882667,0.218519648,3.5776,1.0936,2.5964,238.0,52.0
47,49.0,0.23961570399999998,0.23772031100000002,4.1958,3.1103,3.4760000000000004,249.0,54.0
49,51.0,0.253349926,0.251074228,3.2489,4.7319,3.5458,274.0,58.0
51,53.0,0.22320444399999997,0.217752697,1.6597,3.1236,2.411,241.0,50.0
53,55.0,0.200436148,0.19522894899999998,1.2565,1.8396,1.8166,220.0,48.0
55,57.0,0.23196977800000002,0.229654443,2.8031,1.5939,3.0216,230.0,51.0
57,59.0,0.22595911100000002,0.219485895,2.7198,4.263,2.1063,237.0,51.0
59,61.0,0.219717926,0.211250962,2.1838,4.2129,2.0243,226.0,47.0
61,63.0,0.20722370399999998,0.19665200800000002,1.399,3.5978,0.3616,229.0,49.0
63,65.0,0.241551407,0.23994727,2.7486,3.082,2.2462,277.0,57.0
65,67.0,0.25515437,0.25369306,3.8598,3.4888,2.9247,280.0,60.0
67,69.0,0.264621926,0.26408889399999996,3.761,5.0636,3.6743,252.0,59.0
69,71.0,0.22899763,0.22632128199999998,3.2997,3.5112,1.86,252.0,53.0
71,73.0,0.24244948100000002,0.240063713,3.5322,5.5502,2.5973,279.0,57.0
75,77.0,0.21507407399999998,0.21211084300000002,1.8726,1.6282,2.2049,247.0,53.0
77,79.0,0.20877185199999998,0.200223652,2.096,1.3869,1.7275,233.0,46.0
80,83.0,0.22161688899999998,0.217443677,1.5482,3.1635,1.9134,231.0,51.0
82,85.0,0.19981185199999998,0.19504197,1.4269,1.6124,1.3999,225.0,51.0
86,89.0,0.226387852,0.225768181,3.7955,2.0129,4.0436,251.0,55.0
88,91.0,0.256290963,0.256098041,4.2474,4.6872,5.9188,245.0,57.0
90,93.0,0.21883288899999997,0.216769655,1.9846,2.7208,2.1703,233.0,55.0
92,95.0,0.22800385199999998,0.225413256,2.682,3.1884,2.5703,261.0,55.0
96,99.0,0.209696296,0.18590236899999998,2.1484,1.4738,1.8604,236.0,46.0
98,101.0,0.20250548100000001,0.198145605,2.0381,1.4414,1.6047,234.0,49.0
102,105.0,0.223230815,0.219089544,2.6947,1.7479,2.9224,244.0,53.0
104,107.0,0.20043111100000002,0.192052538,1.6653,0.9559,2.1394,229.0,48.0
108,111.0,0.220205037,0.219398564,3.1676,2.0125,3.2368,256.0,55.0
110,113.0,0.222989333,0.222997079,3.6836,2.9114,3.6944,240.0,53.0
136,139.0,0.223500741,0.21988112699999998,2.2759,3.2946,1.7586,217.0,49.0
138,141.0,0.222423407,0.21955867199999998,2.6338,3.6345,2.0477,246.0,51.0
140,143.0,0.21411288899999997,0.20678024899999997,1.7749,2.3016,1.5889,245.0,52.0
142,145.0,0.187422815,0.15357395599999998,1.7397,0.8782,1.0539,142.0,17.0
144,147.0,0.190385778,0.179798105,1.9915,0.9114,1.6032,226.0,46.0
146,149.0,0.20627437,0.201723966,2.6058,2.7177,2.5763,239.0,48.0
148,151.0,0.223473481,0.214247112,3.5437,4.4222,3.1853,252.0,52.0
150,153.0,0.20517659300000002,0.19272208100000002,2.8362,3.2615,2.3879,239.0,47.0
152,155.0,0.19600829600000003,0.19263139,2.8024,1.5101,0.3317,246.0,54.0
154,157.0,0.18460474100000002,0.18062439800000002,2.5644,1.2575,1.7054,226.0,46.0
156,159.0,0.173671407,0.163860066,1.837,1.839,1.7933,187.0,40.0
158,161.0,0.179734815,0.17730691199999998,1.0984,1.4662,1.9638,189.0,41.0
160,163.0,0.21447348100000002,0.208966901,1.6132,3.4103,1.6733,215.0,47.0
162,165.0,0.20216829600000003,0.197118897,1.7856,3.0341,2.1061,213.0,46.0
166,169.0,0.17620503699999998,0.100133995,1.0527,0.6293,0.6741,114.0,13.0
168,171.0,0.180840593,0.17175798899999997,1.8295,0.9913,1.6362,209.0,43.0
172,175.0,0.21569837,0.19957986100000003,2.845,3.9732,2.0889,232.0,47.0
174,177.0,0.20635763,0.19972541300000002,3.1063,2.5564,1.9113,249.0,50.0
178,181.0,0.173399704,0.16737908599999998,1.0231,1.4147,1.6972,213.0,45.0
180,183.0,0.17979229600000002,0.17336019,0.0434,2.9745,1.8338,197.0,42.0
182,185.0,0.240129185,0.23831371899999998,3.9871,2.9024,1.1788,230.0,54.0
184,187.0,0.20024977800000002,0.19819374899999997,1.6401,2.5812,1.8505,221.0,48.0
186,189.0,0.177813926,0.162373187,1.0602,2.1234,1.6731,182.0,39.0
188,191.0,0.17299437,0.163387579,0.9312,1.1291,1.1002,190.0,42.0
190,193.0,0.175150815,0.16362718099999998,0.4963,0.5227,1.6268,201.0,42.0
192,195.0,0.18836829600000002,0.18130065899999998,0.6604,1.6956,1.7978,200.0,44.0
194,197.0,0.210385778,0.202483081,2.8179,2.8560000000000003,2.4527,228.0,48.0
196,199.0,0.21737985199999998,0.210959856,3.252,3.4019,2.1452,267.0,53.0
198,201.0,0.209568593,0.20671643,2.9012,1.6307,1.2275,280.0,58.0
200,203.0,0.19424888899999998,0.19104598399999997,1.2687,1.1434,1.9563,247.0,51.0
202,205.0,0.163238815,0.152618905,0.4961,1.6614,1.6469999999999998,188.0,39.0
204,207.0,0.157190222,0.153052205,0.3293,0.2669,1.5438,185.0,39.0
206,209.0,0.23005037,0.223556897,2.2437,2.6884,1.8003,255.0,57.0
208,211.0,0.200799111,0.187650123,0.8634,2.0966,1.8039,221.0,47.0
212,215.0,0.17944029600000003,0.171714323,0.4531,1.1035,0.8095,185.0,44.0
214,217.0,0.17764474100000002,0.17182628600000002,0.7701,1.0328,1.4262,202.0,43.0
218,221.0,0.219583704,0.21676405699999998,3.292,2.9997,1.4902,269.0,55.0
220,223.0,0.223855407,0.222974686,3.9329,2.4374,2.1939,272.0,57.0
224,227.0,0.16215733300000001,0.158791467,0.9949,0.9084,1.2691,211.0,44.0
226,229.0,0.16072563,0.154005017,0.6843,2.0938,1.5612,197.0,40.0
227,231.0,0.23967525899999997,0.238424563,4.5253,2.3602,1.4804,269.0,57.0
229,233.0,0.203305481,0.199471256,1.1087,1.9521,1.6957,251.0,52.0
233,237.0,0.197907556,0.19460643100000002,0.6043,1.6059999999999999,1.1245,203.0,45.0
235,239.0,0.201368296,0.192807173,0.8416,2.38,1.9968,212.0,45.0
239,243.0,0.202038222,0.198188151,1.7674,2.0761,1.5425,252.0,54.0
241,245.0,0.224211556,0.223203092,3.0053,3.4729,1.9553,281.0,59.0
245,249.0,0.195972148,0.18479168899999998,3.0727,1.0956,1.7058,230.0,46.0
247,251.0,0.167456296,0.157147839,2.2749,1.4699,1.5959,191.0,38.0
273,277.0,0.218299556,0.216602829,4.4766,2.2745,1.6689,260.0,55.0
275,279.0,0.189168,0.18538285699999998,1.2843,1.198,1.0190000000000001,248.0,51.0
277,281.0,0.183786963,0.17889007899999998,0.7074,0.9607,0.6518,222.0,47.0
279,283.0,0.230252741,0.222852645,0.8096,1.7062,2.1829,238.0,54.0
281,285.0,0.23085096300000002,0.224439172,1.6247,2.8575,4.7626,245.0,55.0
283,287.0,0.22294311100000003,0.220523799,1.4423,1.6126,4.155,264.0,56.0
285,289.0,0.189494815,0.18624945699999998,0.7374,1.2188,1.8393,258.0,53.0
287,291.0,0.205700148,0.203019387,1.8624,1.646,1.8409,270.0,54.0
289,293.0,0.209024593,0.207880853,1.5177,1.4802,1.7207,241.0,53.0
291,295.0,0.218275556,0.217349627,3.5461,4.3592,1.4551,218.0,49.0
293,297.0,0.18493037,0.18238222899999998,3.1474,1.6011,1.5617,200.0,43.0
295,299.0,0.172328593,0.164783767,1.6697,0.4762,1.2967,198.0,51.0
297,301.0,0.197574222,0.192474641,1.3185,1.3058,0.8333,261.0,55.0
299,303.0,0.17807288899999998,0.175906245,1.0599,0.8029999999999999,0.7262,231.0,47.0
303,307.0,0.237890963,0.23405125899999998,1.6453,2.3781,5.285,239.0,53.0
305,309.0,0.232823704,0.22904983899999998,1.63,1.9831,5.3079,257.0,56.0
309,313.0,0.19411051899999998,0.18984909100000003,1.0405,1.1882,1.3283,271.0,54.0
311,315.0,0.19910103699999998,0.19772686,1.2421,1.3242,1.5141,243.0,52.0
