index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s],Res.
34,35.0,0.177361778,0.175580431,2.3221,4.5811,2.2501,172.0,56.0,3e-06
36,37.0,0.19374044399999998,0.190992241,2.7209,2.8483,2.0804,236.0,73.0,3e-06
38,39.0,0.19991229600000002,0.198647202,1.0094,0.9081,6.3649,199.0,59.0,3e-06
39,40.0,0.21106963,0.21023433100000002,0.9223,3.193,7.2153,234.0,69.0,3e-06
40,41.0,0.22617600000000002,0.225050494,1.3818,2.6392,5.3922,240.0,80.0,3e-06
41,42.0,0.190368593,0.188662275,2.3916,2.274,2.8596,241.0,58.0,3e-06
42,43.0,0.165679704,0.16335287,2.4938,1.6368,2.3334,199.0,53.0,3e-06
43,44.0,0.205384889,0.203139188,5.0776,2.0521,3.6377,230.0,66.0,3e-06
44,45.0,0.22891051899999998,0.216427046,6.9138,3.4346,6.0591,236.0,63.0,3e-06
45,46.0,0.271396148,0.271261292,8.0367,16.2236,7.1610000000000005,309.0,84.0,3e-06
46,47.0,0.231675852,0.216112428,2.3236,6.6238,3.7741,231.0,56.0,3e-06
47,48.0,0.21998192600000002,0.21671591199999998,3.7519,4.6911,4.7195,213.0,57.0,3e-06
48,49.0,0.19822429600000002,0.184955156,2.7499,4.0456,2.9730000000000003,171.0,47.0,3e-06
49,50.0,0.20480622199999998,0.20203074699999998,1.9892,1.7237,0.9543,173.0,54.0,3e-06
50,51.0,0.173820444,0.17256300800000002,1.7356,2.0378,1.7936,177.0,52.0,3e-06
51,52.0,0.17256859300000002,0.17087683399999998,2.3251,2.3307,1.486,171.0,51.0,3e-06
53,54.0,0.23144829600000003,0.231651876,4.8101,4.2983,7.2235,346.0,82.0,3e-06
54,55.0,0.202689481,0.20132985399999997,1.4739,2.7961,1.588,189.0,58.0,3e-06
55,56.0,0.172270222,0.170046063,2.0039,1.8742,2.7034,176.0,56.0,3e-06
56,57.0,0.19082311100000002,0.18842155300000002,2.3614,1.9469999999999998,3.4055,202.0,61.0,3e-06
57,58.0,0.18494933300000002,0.182047457,1.9658,1.6814,2.4971,198.0,58.0,3e-06
58,59.0,0.19754488899999997,0.193181132,1.4652,1.0448,1.537,186.0,55.0,3e-06
59,60.0,0.201522963,0.199217098,1.5334,1.1121,2.9617,166.0,55.0,3e-06
60,61.0,0.195498074,0.19265154399999998,1.7633,1.8062,2.7679,167.0,53.0,3e-06
61,62.0,0.226721481,0.22486911199999998,4.2367,1.9645,4.7625,169.0,55.0,3e-06
62,63.0,0.22639377800000002,0.223081051,3.7885,2.5161,5.5158,171.0,53.0,3e-06
63,64.0,0.254481778,0.25381622,3.6744,14.0472,5.9718,196.0,61.0,3e-06
64,65.0,0.21319851899999998,0.21194737600000002,0.4977,7.0712,2.1912,184.0,57.0,3e-06
65,66.0,0.202473185,0.200744283,3.2241,4.3936,0.8332,180.0,55.0,3e-06
66,67.0,0.18282637,0.18136223899999998,2.7364,0.5597,0.6573,173.0,52.0,3e-06
67,68.0,0.203908444,0.20234200600000002,1.0677,1.4621,1.3557,174.0,56.0,3e-06
68,69.0,0.179775407,0.17910281100000003,1.0093,1.5354,2.1414,171.0,54.0,3e-06
69,70.0,0.174153778,0.173034375,1.1735,1.0694,1.8030000000000002,171.0,50.0,3e-06
71,72.0,0.217814222,0.216360987,4.9191,3.5117,9.85,185.0,53.0,3e-06
73,74.0,0.169166519,0.167554869,1.6069,1.4368,1.2608,221.0,56.0,3e-06
75,76.0,0.171561778,0.168981288,1.9191,1.5785,1.0447,212.0,55.0,3e-06
76,77.0,0.185022519,0.18245164600000002,1.8549,1.6102,0.7817,223.0,57.0,3e-06
77,78.0,0.20185363,0.200838333,1.6416,1.8768,3.4101,203.0,58.0,3e-06
78,79.0,0.21273303699999999,0.21242770100000002,2.513,4.1769,5.4145,209.0,59.0,3e-06
79,80.0,0.195660444,0.19296280300000002,2.4951,4.0131,5.746,193.0,51.0,3e-06
80,81.0,0.173253037,0.17123959600000002,1.2725,3.1937,4.1857,199.0,52.0,3e-06
81,82.0,0.179442667,0.177915995,0.7264,2.4239,2.4612,194.0,55.0,3e-06
82,83.0,0.194670222,0.193229277,1.2658,3.4819,1.79,202.0,57.0,3e-06
83,84.0,0.226537185,0.224948607,2.1602,2.0558,0.8326,193.0,55.0,3e-06
84,85.0,0.24857392600000003,0.24797171199999998,2.3141,5.1468,1.0164,194.0,60.0,3e-06
85,86.0,0.253073778,0.252357332,1.6104,8.9668,2.8279,214.0,62.0,3e-06
86,87.0,0.234713778,0.23426175100000002,2.1363,2.7349,2.8493,231.0,66.0,3e-06
88,89.0,0.261122074,0.261021087,8.1395,2.9989,11.5406,233.0,64.0,3e-06
90,91.0,0.211296593,0.21042243,1.2087,2.5029,1.8494,240.0,64.0,3e-06
92,93.0,0.17351703699999999,0.169943056,0.7665,1.7269,1.1165,200.0,55.0,3e-06
93,94.0,0.166941926,0.164387415,0.8683,1.0629,0.7689,177.0,53.0,3e-06
94,95.0,0.18330963,0.18066582399999997,1.3233,1.1291,1.7829,180.0,53.0,3e-06
95,96.0,0.22397688899999998,0.221605369,1.4047,3.5483,3.9883,192.0,56.0,3e-06
96,97.0,0.241660741,0.241302032,3.3191,3.8132,5.9165,191.0,59.0,3e-06
97,98.0,0.222953481,0.206942597,3.2264,5.632999999999999,5.2429,192.0,53.0,3e-06
98,99.0,0.21827763,0.216635298,3.0957,6.7024,4.7291,209.0,60.0,3e-06
99,100.0,0.200337185,0.19993926399999998,2.1072,3.3132,3.2822,207.0,59.0,3e-06
100,101.0,0.21275525899999997,0.212691935,3.2677,2.6921,2.9954,186.0,55.0,3e-06
101,102.0,0.22147970399999997,0.22133329699999998,2.1686,2.9294,1.2484,180.0,52.0,3e-06
102,103.0,0.24189007399999998,0.241658077,2.3591,5.3387,2.5449,208.0,56.0,3e-06
103,104.0,0.247314074,0.246357195,2.1679,10.7455,2.6239,240.0,64.0,3e-06
104,105.0,0.241946667,0.241158718,3.0003,2.4855,3.1414,252.0,83.0,3e-06
105,106.0,0.23322222199999998,0.231959777,2.2953,2.6327,3.1552,242.0,67.0,3e-06
107,108.0,0.272570074,0.267265305,13.1814,9.2194,17.584,214.0,65.0,3e-06
108,109.0,0.208244741,0.20421627899999997,1.848,1.4719,2.2918,270.0,73.0,3e-06
109,110.0,0.224388444,0.223065376,1.5622,1.545,2.3617,272.0,80.0,3e-06
110,111.0,0.188420741,0.18701528899999997,0.7408,1.6524,1.847,257.0,74.0,3e-06
111,112.0,0.205647704,0.205518418,2.5610000000000004,2.6207,1.1229,193.0,54.0,3e-06
112,113.0,0.19023644399999998,0.189167232,1.7509,2.1307,2.0356,188.0,52.0,3e-06
113,114.0,0.203563556,0.20266782100000003,1.6331,4.3121,3.4468,159.0,49.0,3e-06
114,115.0,0.187310815,0.185248501,2.0418,3.0205,4.2068,148.0,45.0,3e-06
115,116.0,0.202248593,0.20035800899999998,2.5984,3.8552,4.3902,161.0,48.0,3e-06
116,117.0,0.209803259,0.206875418,2.7223,5.433,4.4049,167.0,50.0,3e-06
117,118.0,0.20120948100000002,0.19976796,2.9336,4.066,3.4203,172.0,52.0,3e-06
118,119.0,0.211559704,0.210536633,4.196000000000001,4.1358,3.5055,169.0,50.0,3e-06
119,120.0,0.21580148100000002,0.215048772,2.2884,1.5485,2.1048,166.0,51.0,3e-06
120,121.0,0.241772741,0.23933035,2.6439,4.6378,2.6748,170.0,57.0,3e-06
121,122.0,0.242352593,0.235701605,2.1721,10.232000000000001,1.9749,185.0,58.0,3e-06
122,123.0,0.241563556,0.24096949899999998,3.1457,2.8371,2.9738,178.0,60.0,3e-06
123,124.0,0.22463940699999999,0.218899205,2.3981,3.1188,3.1574,179.0,55.0,3e-06
125,126.0,0.324222519,0.320541016,15.8318,20.1463,38.6714,154.0,54.0,3e-06
127,128.0,0.226016889,0.225411017,5.2053,3.8438,4.9426,205.0,53.0,3e-06
129,130.0,0.22225837,0.21641025100000003,3.6204,3.284,3.1424,215.0,53.0,3e-06
130,131.0,0.203940444,0.198206065,4.0731,3.3272,3.1468,221.0,54.0,3e-06
131,132.0,0.217152889,0.21594000300000002,2.7272,3.2668,5.0566,210.0,56.0,3e-06
132,133.0,0.187389926,0.186158766,2.0579,1.6339,3.8372,188.0,46.0,3e-06
133,134.0,0.223718222,0.222703734,3.6519999999999997,6.2189,5.9822,206.0,52.0,3e-06
134,135.0,0.218836444,0.21665657100000002,3.55,7.3851,5.3716,204.0,58.0,3e-06
135,136.0,0.206681185,0.20565277399999998,3.0591,4.5489,4.1301,206.0,60.0,3e-06
136,137.0,0.19507466699999998,0.19098552300000002,3.0065,4.2669,3.0067,215.0,57.0,3e-06
137,138.0,0.177876148,0.17542480100000002,1.8289,2.2988,2.4551,199.0,49.0,3e-06
138,139.0,0.19278607399999997,0.189176189,2.6855,2.2504,2.3182,209.0,50.0,3e-06
139,140.0,0.213775407,0.212015674,2.7822,4.9915,1.8275,195.0,57.0,3e-06
140,141.0,0.226837333,0.226661652,3.1036,2.3113,3.0652,218.0,58.0,3e-06
142,143.0,0.25676325899999997,0.255521428,3.9381,4.94,7.9008,197.0,59.0,3e-06
144,145.0,0.223916444,0.222515634,6.7181,1.8931,1.6957,241.0,67.0,3e-06
146,147.0,0.236002667,0.234182257,5.869,3.6393,4.7073,237.0,59.0,3e-06
147,148.0,0.243237037,0.242240288,4.8915,4.8613,4.3532,238.0,60.0,3e-06
148,149.0,0.21855496300000002,0.21801469199999998,5.9036,4.6264,3.8447,206.0,63.0,3e-06
149,150.0,0.215709037,0.214555012,2.6016,2.1438,4.6337,196.0,58.0,3e-06
150,151.0,0.183618074,0.182419177,2.6191,2.2119999999999997,3.6635,195.0,50.0,3e-06
151,152.0,0.224948741,0.223685656,3.7158,5.3949,6.0711,217.0,58.0,3e-06
152,153.0,0.19268207399999998,0.190434662,2.2411,2.7268,4.726,200.0,52.0,3e-06
153,154.0,0.181404444,0.177431192,1.1725,0.9232,4.0456,195.0,57.0,3e-06
154,155.0,0.16223051900000002,0.157469175,0.6333,0.8892,1.0090000000000001,225.0,64.0,3e-06
155,156.0,0.169982519,0.158463413,1.984,1.4658,2.1836,243.0,58.0,3e-06
156,157.0,0.212465185,0.20923001600000002,3.5049,3.3596,3.4964,291.0,81.0,3e-06
157,158.0,0.234955852,0.23308837100000002,3.5538,6.1423,3.0314,281.0,95.0,3e-06
158,159.0,0.230485037,0.230936428,3.2560000000000002,1.7639,5.7413,300.0,98.0,3e-06
159,160.0,0.201690074,0.20124924,1.1415,1.2802,4.5622,252.0,77.0,3e-06
161,162.0,0.247723556,0.247720914,2.6444,4.0760000000000005,3.1179,214.0,62.0,3e-06
162,163.0,0.231003259,0.230674433,6.2023,5.2632,2.1298,233.0,61.0,3e-06
163,164.0,0.23315259300000002,0.23261028600000003,3.9441,3.6923,2.7996,211.0,61.0,3e-06
164,165.0,0.220172148,0.21829796,4.6498,3.1402,4.637,226.0,58.0,3e-06
165,166.0,0.22834607399999998,0.223440455,4.6769,4.4702,7.0399,221.0,58.0,3e-06
166,167.0,0.234573333,0.23462899199999998,6.5926,5.2038,6.9722,235.0,60.0,3e-06
167,168.0,0.232016296,0.23146377699999998,2.6613,3.0366,5.5452,223.0,59.0,3e-06
168,169.0,0.231299852,0.23126896,3.2892,3.2455,4.2745,242.0,61.0,3e-06
169,170.0,0.25142311100000003,0.251250011,5.0452,5.5326,6.3861,245.0,63.0,3e-06
170,171.0,0.220375407,0.21934594100000002,3.7378,3.5873,4.3375,250.0,61.0,3e-06
171,172.0,0.16534933300000001,0.158925823,1.3117,0.9417,1.9305,208.0,47.0,3e-06
172,173.0,0.150932741,0.138723085,0.3085,0.6808,0.3221,196.0,45.0,3e-06
173,174.0,0.17607822199999998,0.168615166,2.2345,0.9917,2.1007,206.0,48.0,3e-06
174,175.0,0.224335704,0.22031778600000002,3.8346,4.0164,4.5569999999999995,228.0,57.0,3e-06
175,176.0,0.25890963,0.256854916,5.0081,6.1374,5.8409,238.0,61.0,3e-06
176,177.0,0.231275852,0.229917558,5.1277,2.638,11.0743,228.0,57.0,3e-06
177,178.0,0.219369481,0.218447991,3.3644,2.6783,9.452,232.0,57.0,3e-06
179,180.0,0.19278163,0.191267672,1.9916,2.5322,2.221,225.0,60.0,3e-06
181,182.0,0.22301422199999998,0.21938064899999998,2.9539999999999997,4.5777,4.4816,209.0,56.0,3e-06
183,184.0,0.211581926,0.207714027,3.7026,4.3577,4.8953,252.0,70.0,3e-06
184,185.0,0.220671704,0.21927540399999998,3.8911,2.6611,3.4216,246.0,80.0,3e-06
