index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s],Res.
1943,1968.0,0.226396741,0.224932611,2.8153,3.7967,1.8302,193.0,68.0,3e-06
1944,1969.0,0.219618074,0.216176349,2.8981,4.6475,2.0689,177.0,58.0,3e-06
1945,1970.0,0.191677037,0.17622534199999998,0.6097699000000001,8.822975329,1.831445496,260.0,64.0,3e-06
1946,1971.0,0.160483556,0.146472131,0.8294,5.9494,2.0423,139.0,40.0,3e-06
1947,1972.0,0.164207407,0.162346761,1.6286,5.6834,1.5918,150.0,47.0,3e-06
1948,1973.0,0.205068148,0.20501457,1.5883,5.0931,7.7903,189.0,57.0,3e-06
1949,1974.0,0.19490044399999998,0.193043885,1.7921,3.6265,7.0571,201.0,57.0,3e-06
1950,1975.0,0.18150696300000002,0.17812655300000002,0.389,1.0319,6.7043,179.0,58.0,3e-06
1951,1976.0,0.148763259,0.144913454,0.1685,0.8198,1.3663,191.0,56.0,3e-06
1952,1977.0,0.166138667,0.161323635,0.4175,0.9390000000000001,1.3394,216.0,63.0,3e-06
1954,1979.0,0.178848593,0.17791121699999998,2.8075,3.054,2.3624,211.0,63.0,3e-06
1956,1981.0,0.21511940699999998,0.21460205100000002,3.3965,2.4846,1.6443,227.0,70.0,3e-06
1958,1983.0,0.218847111,0.21774953,2.6846,5.3791,3.846,210.0,65.0,3e-06
1959,1984.0,0.216784593,0.216078164,2.7504,4.5109,2.7774,222.0,67.0,3e-06
1960,1985.0,0.226152593,0.225530643,2.2381,4.6193,2.688,220.0,75.0,3e-06
1961,1986.0,0.214812148,0.213573347,2.9287,3.7459,2.1103,225.0,73.0,3e-06
1962,1987.0,0.205081185,0.20298617,2.8293,4.2252,1.8937,221.0,68.0,3e-06
1963,1988.0,0.17427377800000002,0.17402066100000002,0.7498,9.1278,0.5724,189.0,56.0,3e-06
1964,1989.0,0.169678815,0.156406606,1.2002,3.9957,1.1956,175.0,49.0,3e-06
1965,1990.0,0.188452741,0.187392704,1.2559,3.4995,1.3719999999999999,183.0,55.0,3e-06
1966,1991.0,0.225574815,0.225798418,1.6743,3.3265,2.6065,204.0,63.0,3e-06
1967,1992.0,0.21455851899999998,0.213588967,1.8944,3.3322,3.0384,196.0,60.0,3e-06
1968,1993.0,0.20098548100000002,0.20016894699999999,0.9589,2.2613,4.3238,198.0,62.0,3e-06
1969,1994.0,0.178073481,0.17616063399999998,0.7814,1.2972,1.3542,210.0,63.0,3e-06
1970,1995.0,0.189536593,0.18606386800000002,0.4852,1.2292,0.8703,236.0,73.0,3e-06
1971,1996.0,0.197547852,0.19565023399999998,0.8289,2.9569,1.6406,236.0,76.0,3e-06
1973,1998.0,0.154588148,0.15402228699999998,1.3523,0.6769,1.8988,166.0,52.0,3e-06
1974,1999.0,0.217686815,0.216295732,2.9879,5.7394,3.68,207.0,64.0,3e-06
1975,2000.0,0.22160563,0.22145822199999998,5.8784,5.8461,4.7353,198.0,63.0,3e-06
1976,2001.0,0.23872,0.23748236,6.9936,4.9964,5.6474,206.0,64.0,3e-06
1977,2002.0,0.239643556,0.238792229,7.146,3.3404,3.4431,211.0,66.0,3e-06
1978,2003.0,0.224707259,0.223466539,2.3884,1.9694,2.827,194.0,67.0,3e-06
1979,2004.0,0.195157037,0.193723366,2.2127,1.4906,3.1047,183.0,58.0,3e-06
1980,2005.0,0.180214519,0.17953349100000002,1.3038,1.6069,2.7095,183.0,54.0,3e-06
1981,2006.0,0.142820444,0.1232214,0.2049,0.6556,0.8731,146.0,43.0,3e-06
1982,2007.0,0.16933155600000002,0.155838698,2.4872,0.7542,1.3723,163.0,48.0,3e-06
1983,2008.0,0.201361185,0.197223416,4.1342,2.6338,2.8115,179.0,54.0,3e-06
1984,2009.0,0.231233185,0.227856943,5.2423,4.8357,2.5214,198.0,62.0,3e-06
1985,2010.0,0.20557125899999998,0.20387429199999998,2.3425,4.4852,1.8857,176.0,54.0,3e-06
1986,2011.0,0.18537570399999997,0.18405332,1.4727,2.324,2.0262,180.0,55.0,3e-06
1987,2012.0,0.186830815,0.185782704,0.9768,1.6185,2.0141,185.0,58.0,3e-06
1988,2013.0,0.200712,0.196138925,1.4299,2.0996,1.6119999999999999,207.0,63.0,3e-06
1989,2014.0,0.194731259,0.193800351,1.5527,1.715,1.5378,207.0,65.0,3e-06
1991,2016.0,0.164300444,0.163820642,1.3183,1.489,2.0974,164.0,51.0,3e-06
1993,2018.0,0.23083792600000003,0.23036622399999998,4.2835,5.6455,4.2115,194.0,60.0,3e-06
1995,2020.0,0.245331259,0.24544868399999997,7.7891,7.0607,4.5925,215.0,68.0,3e-06
1996,2021.0,0.23086399999999999,0.23016873899999998,3.3368,2.0142,2.9072,211.0,65.0,3e-06
1997,2022.0,0.196488296,0.194907157,2.9011,1.3526,2.7181,178.0,62.0,3e-06
1998,2023.0,0.184806222,0.18428650800000002,2.205,2.2776,2.184,189.0,59.0,3e-06
1999,2024.0,0.158391111,0.154323535,1.5412,1.6201,0.8408,174.0,53.0,3e-06
2000,2025.0,0.178225778,0.176579034,1.7092,1.791,1.176,203.0,59.0,3e-06
2001,2026.0,0.20670163,0.205871451,3.8975,1.8202,2.9454,223.0,64.0,3e-06
2002,2027.0,0.22392622199999998,0.22375662899999998,4.6396,3.8194,4.3355,218.0,67.0,3e-06
2003,2028.0,0.207066074,0.206237411,2.7059,5.3787,3.3976,193.0,61.0,3e-06
2004,2029.0,0.183168,0.181293,1.1928,2.7386,1.7316,183.0,57.0,3e-06
2005,2030.0,0.192161185,0.190577002,1.4865,2.0249,2.1884,204.0,57.0,3e-06
2006,2031.0,0.206055407,0.204310543,2.1033,2.1878,2.4279,203.0,64.0,3e-06
2008,2033.0,0.215406519,0.21513983399999997,1.527,3.4073,4.4958,187.0,58.0,3e-06
2010,2035.0,0.23539407399999998,0.23458257300000002,0.8247,7.7866,4.5396,209.0,63.0,3e-06
2012,2037.0,0.230232296,0.229521615,2.2586,2.136,2.5479,192.0,64.0,3e-06
2013,2038.0,0.229985185,0.22924826,3.8081,6.9243,2.1343,197.0,62.0,3e-06
2014,2039.0,0.229213926,0.225914454,5.2964,3.1215,3.2245,197.0,60.0,3e-06
2015,2040.0,0.20826340699999998,0.20649626100000001,4.1973,1.9634,2.7958,175.0,61.0,3e-06
2016,2041.0,0.19513066699999998,0.193195625,2.1790000000000003,1.9716,2.1630000000000003,164.0,58.0,3e-06
2017,2042.0,0.18226607399999997,0.18095270100000002,2.001,2.2412,2.8726,176.0,55.0,3e-06
2018,2043.0,0.18230459300000001,0.18165114899999998,2.1031,2.0247,3.0323,174.0,54.0,3e-06
2019,2044.0,0.197171259,0.195895695,3.1584,1.7806,2.7466,176.0,57.0,3e-06
2020,2045.0,0.193705778,0.192730364,4.9453,2.2576,3.6628,169.0,52.0,3e-06
2021,2046.0,0.175089185,0.169390375,4.0778,1.9987,3.0988,147.0,44.0,3e-06
2022,2047.0,0.177022815,0.17536958,0.4233,1.6881,1.2634,150.0,48.0,3e-06
2023,2048.0,0.190176,0.189109815,1.4875,2.0642,3.5345,162.0,51.0,3e-06
2024,2049.0,0.218331852,0.21744828300000002,1.9496,4.0014,3.7454,179.0,59.0,3e-06
2025,2050.0,0.22480592600000002,0.224173913,1.9192,4.3863,3.4386,187.0,58.0,3e-06
2027,2052.0,0.241740741,0.24162060800000001,5.3452,8.5782,7.5022,190.0,58.0,3e-06
2028,2053.0,0.262495111,0.26213891300000003,4.0505,8.9032,3.8382,212.0,66.0,3e-06
2029,2054.0,0.22371525899999997,0.222930988,2.6476,3.2251,3.6014,200.0,62.0,3e-06
2030,2055.0,0.224552296,0.223562495,2.2646,1.6614,2.6860000000000004,356.0,88.0,3e-06
2031,2056.0,0.17680859300000001,0.17481059899999998,1.6129,1.4733,1.2423,158.0,49.0,3e-06
2032,2057.0,0.18497837,0.17928022,4.5626,2.8832,3.8031,156.0,47.0,3e-06
2033,2058.0,0.18180651899999997,0.17976667899999998,3.5519,2.1959999999999997,3.7816,158.0,50.0,3e-06
2034,2059.0,0.182141926,0.18061686600000001,1.4019,1.7728,2.1685,155.0,49.0,3e-06
2035,2060.0,0.193156148,0.192860905,2.7230000000000003,2.4286,1.6384,174.0,56.0,3e-06
2036,2061.0,0.18634192600000002,0.186068331,3.114,3.0323,1.7514,166.0,51.0,3e-06
2037,2062.0,0.204355852,0.20378057,2.5969,2.1834,2.5013,181.0,56.0,3e-06
2038,2063.0,0.195897185,0.195173817,4.0593,2.4788,3.3016,167.0,53.0,3e-06
2039,2064.0,0.199134222,0.19758045,4.4411,3.7365,3.7815,168.0,53.0,3e-06
2040,2065.0,0.216214519,0.215304962,1.7842,2.7039999999999997,2.1938,176.0,57.0,3e-06
2041,2066.0,0.212434667,0.21149697,2.3278,2.2864,4.5807,182.0,57.0,3e-06
2042,2067.0,0.222977185,0.222212457,3.2463,3.818,4.056,181.0,60.0,3e-06
2043,2068.0,0.22469037,0.223494432,2.8672,5.9091,3.2559,190.0,60.0,3e-06
2045,2070.0,0.23337451899999997,0.23335080600000002,5.7686,8.3627,2.9314,194.0,63.0,3e-06
2047,2072.0,0.224356444,0.22298565899999997,5.257999999999999,5.0035,3.9928,197.0,63.0,3e-06
2049,2074.0,0.15367999999999998,0.15015516199999998,2.3846,0.5325,0.4784,135.0,47.0,3e-06
2050,2075.0,0.13072888900000001,0.12443419999999998,4.186,0.6671,0.2923,116.0,38.0,3e-06
2051,2076.0,0.123993185,0.103908741,2.461916193,1.149879976,1.051140461,174.0,41.0,3e-06
2052,2077.0,0.146139556,0.144035374,1.1389,1.7473,2.9286,127.0,42.0,3e-06
2053,2078.0,0.183823407,0.181646687,1.7798,3.1965,1.5437,151.0,53.0,3e-06
2054,2079.0,0.211360889,0.20987804399999999,2.8439,3.4997,1.6306,165.0,53.0,3e-06
2055,2080.0,0.24621748100000002,0.24597307699999998,2.4335,4.8074,2.8474,178.0,59.0,3e-06
2056,2081.0,0.242190519,0.241501225,3.3786,10.1288,3.8103,187.0,61.0,3e-06
2057,2082.0,0.220107852,0.21912299600000001,3.5803,4.6621,3.7218,191.0,59.0,3e-06
2058,2083.0,0.20423851899999998,0.203168034,2.16,2.7164,2.5908,177.0,58.0,3e-06
2059,2084.0,0.183537778,0.181467054,1.1309,1.5898,2.8181,152.0,60.0,3e-06
2060,2085.0,0.212482667,0.20992602,2.9566,2.4017,3.4515,176.0,56.0,3e-06
2062,2087.0,0.22533125899999998,0.22367183399999999,3.4831,4.755,3.0269999999999997,199.0,62.0,3e-06
2064,2089.0,0.23781688899999998,0.235998437,3.373,5.5141,3.5934,184.0,66.0,3e-06
2066,2091.0,0.230673185,0.23073664600000002,11.8575,4.9365,5.127999999999999,185.0,58.0,3e-06
2067,2092.0,0.165232296,0.162517468,8.7321,1.6553,0.7482,132.0,44.0,3e-06
2068,2093.0,0.132271704,0.129023205,5.0089,0.8758,0.3577,106.0,37.0,3e-06
2069,2094.0,0.106321778,0.10382563300000001,0.794,0.6221,0.1825,94.0,33.0,3e-06
2070,2095.0,0.158108741,0.1565126,2.0611,1.0012,2.5875,130.0,39.0,3e-06
2071,2096.0,0.22261155600000002,0.220874695,5.4237,5.0641,3.0721,158.0,50.0,3e-06
2072,2097.0,0.262475852,0.262912115,6.3559,11.0965,2.8959,181.0,59.0,3e-06
2073,2098.0,0.277505481,0.277426668,1.8049,17.404,4.6771,183.0,60.0,3e-06
2074,2099.0,0.26515763,0.265401312,4.0794,12.9514,4.3846,188.0,63.0,3e-06
2075,2100.0,0.277011556,0.278233342,5.7846,10.8461,4.5148,196.0,64.0,3e-06
2076,2101.0,0.257860148,0.258789487,6.023,6.5294,3.5606,189.0,61.0,3e-06
2077,2102.0,0.22242607399999997,0.217335594,3.705,3.3963,2.5713,165.0,52.0,3e-06
2078,2103.0,0.204948148,0.203366634,2.813,2.9198,2.9899,175.0,55.0,3e-06
2079,2104.0,0.20448740699999998,0.20315018199999998,3.5688,3.0204,2.6672,190.0,58.0,3e-06
2081,2106.0,0.164407111,0.160515845,1.0705,0.6983,1.4562,167.0,49.0,3e-06
2082,2107.0,0.219187259,0.217959288,2.6809,5.0881,2.2409,172.0,58.0,3e-06
2083,2108.0,0.23208948100000001,0.23100776899999997,1.9714,2.9691,2.1141,189.0,61.0,3e-06
2084,2109.0,0.237325333,0.236986975,7.7679,2.6788,4.3626,181.0,58.0,3e-06
2085,2110.0,0.192382815,0.191025527,8.0327,1.663,3.5176,145.0,48.0,3e-06
2086,2111.0,0.14929925900000002,0.147549928,5.3299,0.9133,0.5873,129.0,43.0,3e-06
2087,2112.0,0.11935496300000001,0.11704582599999999,1.5563,0.7372,0.1852,126.0,40.0,3e-06
2088,2113.0,0.17113451899999998,0.16953095699999998,1.8949,1.2511,1.9083,162.0,48.0,3e-06
2089,2114.0,0.210750222,0.20833721800000002,5.0434,3.0079,1.8219999999999998,168.0,54.0,3e-06
2090,2115.0,0.255805333,0.25521022,6.1896,10.8902,3.6482,199.0,62.0,3e-06
2091,2116.0,0.264844444,0.26413942,2.5696,17.0331,3.0821,181.0,60.0,3e-06
2092,2117.0,0.255342222,0.25466909,3.8903,10.7711,4.0565,199.0,63.0,3e-06
2093,2118.0,0.24077214800000002,0.24098464100000003,4.7219999999999995,8.9512,4.2839,176.0,57.0,3e-06
2094,2119.0,0.20292711100000002,0.203139025,5.0226,6.9765,2.7301,152.0,50.0,3e-06
2095,2120.0,0.183508741,0.182188932,2.898,3.04,0.6386,147.0,48.0,3e-06
2096,2121.0,0.19096948100000002,0.18935639199999998,1.186,2.4216,2.8425,166.0,53.0,3e-06
2097,2122.0,0.20472948100000002,0.20151898199999999,2.2622,2.1595,4.3177,191.0,59.0,3e-06
2099,2124.0,0.164351407,0.158646995,1.2267,1.4787,1.4889,161.0,48.0,3e-06
2101,2126.0,0.244676148,0.24396587600000003,2.6446,7.2424,2.7925,191.0,62.0,3e-06
2103,2128.0,0.22056414800000002,0.21929816600000002,3.7669,3.2910000000000004,2.9916,179.0,58.0,3e-06
2104,2129.0,0.179802963,0.17820019199999998,3.037,0.9895,1.2985,167.0,54.0,3e-06
2105,2130.0,0.171497481,0.171086287,2.3228,0.7636,0.7797,177.0,54.0,3e-06
2106,2131.0,0.189190222,0.184465025,2.3659,1.2137,1.2734,181.0,55.0,3e-06
2107,2132.0,0.239275259,0.237823774,3.3808,2.9747,1.9744,185.0,62.0,3e-06
2108,2133.0,0.251134519,0.249961818,3.4665,7.2707,3.449,183.0,62.0,3e-06
2109,2134.0,0.25187792600000003,0.250566544,2.2672,7.6821,2.5797,190.0,64.0,3e-06
2110,2135.0,0.202334815,0.20054048600000002,2.5585,3.2241,2.7128,183.0,58.0,3e-06
2111,2136.0,0.195109333,0.19312198600000002,2.9773,3.5687,1.6907,152.0,48.0,3e-06
2112,2137.0,0.18151970399999998,0.181088821,3.3711,4.4091,0.9443,133.0,45.0,3e-06
2113,2138.0,0.19140207399999998,0.19068746,3.537,2.8222,0.9779,134.0,46.0,3e-06
2114,2139.0,0.190146963,0.18914775,2.6528,3.3616,1.3451,161.0,53.0,3e-06
2116,2141.0,0.184513185,0.182548198,2.0419,1.4882,2.6329,183.0,58.0,3e-06
2118,2143.0,0.280075852,0.279477382,2.9442,9.1303,10.3617,177.0,59.0,3e-06
2120,2145.0,0.209747259,0.20824015,1.8728,2.2852,3.7255,187.0,58.0,3e-06
2121,2146.0,0.197580444,0.196229299,2.9774,2.372,3.0874,175.0,56.0,3e-06
2122,2147.0,0.166871407,0.16564932699999999,1.7674,0.6619,1.4889,175.0,53.0,3e-06
2123,2148.0,0.177622815,0.17625212399999998,1.4289,0.4597,1.0831,181.0,54.0,3e-06
2124,2149.0,0.192072296,0.190724279,1.2326,1.1952,1.3644,189.0,61.0,3e-06
2125,2150.0,0.207028148,0.20411640600000003,1.8454,1.6477,1.5842,182.0,58.0,3e-06
2126,2151.0,0.201218963,0.19959323,1.8378,5.0753,1.6343,183.0,57.0,3e-06
2127,2152.0,0.20895348100000002,0.20675511100000002,2.5952,5.1234,1.8428,185.0,56.0,3e-06
2128,2153.0,0.189211259,0.18707472100000003,2.628,2.6838,2.2196,179.0,53.0,3e-06
2129,2154.0,0.17152770399999998,0.168909494,1.3094,1.7368,1.0493,146.0,47.0,3e-06
2130,2155.0,0.141446519,0.139219876,0.945,5.8823,0.8859,115.0,39.0,3e-06
2131,2156.0,0.15600977800000002,0.153194414,2.416,5.7531,2.7963,124.0,41.0,3e-06
2132,2157.0,0.17504563,0.174314098,2.0288,3.9246,2.452,153.0,50.0,3e-06
2133,2158.0,0.194477333,0.193966595,1.8019,2.6694,2.2602,166.0,66.0,3e-06
2135,2160.0,0.188299556,0.18687946800000002,1.1228,2.1397,2.4587,188.0,58.0,3e-06
2137,2162.0,0.288783704,0.287680241,2.3716,8.1039,21.2125,185.0,63.0,3e-06
2140,2165.0,0.192002667,0.19059485399999998,2.2306,0.9395,1.6183,167.0,54.0,3e-06
2143,2168.0,0.300265481,0.298730447,8.8648,9.1101,3.8331,172.0,61.0,3e-06
2146,2171.0,0.199258963,0.197499001,3.2282,3.5094,2.3672,168.0,54.0,3e-06
2887,2917.0,0.220491259,0.21965625800000002,2.712543697,2.2756090209999997,1.010888911,263.0,55.0,3e-06
2889,2919.0,0.23565955600000002,0.23501635199999998,2.9778753389999997,9.517355627999999,5.102664269,262.0,53.0,3e-06
2890,2920.0,0.22208266699999998,0.218671327,5.2271976339999995,1.9863728880000002,1.335694271,272.0,56.0,3e-06
2891,2921.0,0.238602963,0.23783626800000002,4.048648698,2.729137193,2.823769407,318.0,63.0,3e-06
2892,2922.0,0.23146133300000002,0.230207424,3.874088407,2.828041,5.278949626,344.0,70.0,3e-06
2893,2923.0,0.20634637,0.20315637399999997,2.318571389,1.9831691930000002,4.6150455,300.0,65.0,3e-06
2894,2924.0,0.172301037,0.169921823,1.996558995,0.658318197,1.6449740330000002,285.0,61.0,3e-06
2895,2925.0,0.150193778,0.147827065,0.12469765699999999,0.22327288,1.331504824,304.0,64.0,3e-06
2896,2926.0,0.155442074,0.155021308,0.022097278999999997,0.247341664,1.3346263729999999,313.0,70.0,3e-06
2897,2927.0,0.167744889,0.16734501699999998,0.186225025,0.9310429809999999,2.7937039639999997,330.0,67.0,3e-06
2898,2928.0,0.173125926,0.169173865,0.1977,0.8564,2.3907,365.0,76.0,3e-06
2899,2929.0,0.190592889,0.18769803699999998,1.024278712,0.80971331,1.08457389,460.0,89.0,3e-06
2900,2930.0,0.191998815,0.16412796400000002,2.703507635,2.28472723,0.1361981,446.0,72.0,3e-06
2901,2931.0,0.243751407,0.24080022,3.6449010139999998,9.270917571,0.969898048,428.0,84.0,3e-06
2902,2932.0,0.268281778,0.266648205,3.1951515589999997,35.64332199,3.5326074060000003,382.0,83.0,3e-06
2904,2934.0,0.266634667,0.26637429,4.192979254,2.477195352,5.48357536,348.0,86.0,3e-06
2906,2936.0,0.214847111,0.211457935,2.944606201,3.678580882,2.942716843,328.0,70.0,3e-06
2908,2938.0,0.205193481,0.198355773,2.62292239,2.1843447940000003,2.166190524,320.0,71.0,3e-06
2909,2939.0,0.205820148,0.203993108,1.718166136,1.9358530859999998,2.462162631,322.0,71.0,3e-06
2910,2940.0,0.18956622199999998,0.187743828,1.035779155,1.9847299680000001,3.13551355,298.0,69.0,3e-06
2911,2941.0,0.192693333,0.188096006,0.9075492190000001,2.397020838,2.085358841,290.0,70.0,3e-06
2912,2942.0,0.170480889,0.166560736,1.092788492,1.247962322,0.9643121179999999,282.0,59.0,3e-06
2913,2943.0,0.17178844399999998,0.17058121899999998,0.713273884,1.79464408,1.119650241,338.0,71.0,3e-06
2914,2944.0,0.168591407,0.167568979,0.876005148,2.327032429,0.918146056,342.0,67.0,3e-06
2915,2945.0,0.174204148,0.172452005,1.7574319330000001,2.517529048,2.441461834,333.0,62.0,3e-06
2916,2946.0,0.174337185,0.17195840399999998,1.7078,1.4046,1.9899,378.0,78.0,3e-06
2917,2947.0,0.19642163,0.19430448399999997,1.919095299,1.317211416,1.412829383,447.0,78.0,3e-06
2918,2948.0,0.201465778,0.19107411100000002,3.160321647,2.683628298,0.569189766,405.0,75.0,3e-06
2919,2949.0,0.299658667,0.29889283,4.808745813,10.48511788,5.805094878999999,394.0,85.0,3e-06
2921,2951.0,0.342151704,0.342388814,3.30802019,0.8988417409999999,15.7312091,383.0,97.0,3e-06
2923,2953.0,0.20780444399999998,0.20639840399999998,4.20480828,2.442283294,2.606575332,338.0,76.0,3e-06
2925,2955.0,0.22297303699999999,0.221751005,3.0985478410000002,3.6163141989999996,3.0814614689999997,313.0,74.0,3e-06
2926,2956.0,0.22347140699999998,0.219643769,2.851288323,3.182665365,1.956307445,335.0,77.0,3e-06
2927,2957.0,0.213746667,0.211360525,3.850676792,3.49909183,3.211580763,299.0,75.0,3e-06
2928,2958.0,0.195140741,0.19301733,3.1710827760000004,4.020226175,3.0554211810000003,289.0,69.0,3e-06
2929,2959.0,0.211128593,0.207185183,1.5486167519999998,7.071293617,1.304889514,270.0,72.0,3e-06
2930,2960.0,0.182899852,0.180154948,1.5196192080000002,2.5247578969999998,1.315404204,270.0,62.0,3e-06
2931,2961.0,0.228209185,0.228405742,3.2761475339999997,2.9178265989999996,3.689095572,282.0,57.0,3e-06
2932,2962.0,0.23147911100000002,0.23115822,3.385566032,5.49080421,3.3387428010000004,295.0,59.0,3e-06
2933,2963.0,0.23901955600000002,0.239220833,2.721826197,3.4668905910000003,3.107501757,335.0,64.0,3e-06
2934,2964.0,0.207026667,0.206628194,1.945382025,1.748395871,2.346090306,342.0,61.0,3e-06
2935,2965.0,0.208214815,0.208285009,1.851489125,1.538512792,1.531612526,372.0,75.0,3e-06
2936,2966.0,0.22352503699999998,0.22318802199999999,3.816011172,2.970564343,1.226275773,350.0,67.0,3e-06
2937,2967.0,0.34331674100000004,0.344320378,6.830852219,11.27692336,134.9947427,342.0,83.0,3e-06
2938,2968.0,0.40474577799999994,0.40761822,6.406485885,67.24850996,271.5684961,341.0,88.0,3e-06
2940,2970.0,0.264575407,0.263107283,4.026633565,9.477596955,25.11031298,318.0,60.0,3e-06
2941,2971.0,0.191774815,0.19039057,3.7176002410000004,2.6597238069999998,2.313642628,289.0,51.0,3e-06
2942,2972.0,0.19469777800000002,0.192158117,3.446929108,2.810379606,2.942388259,312.0,54.0,3e-06
2943,2973.0,0.190016296,0.18956133,3.5522403039999997,3.1376493460000003,3.341125035,307.0,56.0,3e-06
2944,2974.0,0.201826074,0.20017327399999998,2.62850832,3.35032539,2.454851635,335.0,67.0,3e-06
2945,2975.0,0.18330370399999998,0.18219807600000001,3.1838154089999997,3.6807988239999996,2.918976643,298.0,58.0,3e-06
2946,2976.0,0.18977096300000001,0.187026985,5.467556886000001,6.81557306,3.442000347,273.0,58.0,3e-06
2947,2977.0,0.205142519,0.20350771899999998,5.291025091,11.6381194,1.801955075,259.0,61.0,3e-06
2948,2978.0,0.195699259,0.194178766,4.6382928230000005,1.5905933680000002,1.542866531,230.0,51.0,3e-06
2949,2979.0,0.2366,0.23573486,6.428336726,1.616880094,4.656364947,277.0,56.0,3e-06
2950,2980.0,0.27800622199999997,0.27713609699999997,10.40790062,6.476310001,8.107154917999999,279.0,63.0,3e-06
2951,2981.0,0.294473185,0.294858193,5.369803123,6.627047946,7.584624091,317.0,74.0,3e-06
2952,2982.0,0.23985214800000002,0.239040998,4.621042159,1.993519592,4.4372815139999995,327.0,63.0,3e-06
2953,2983.0,0.17769155600000003,0.17640505,0.636467356,1.050647584,1.39368936,318.0,60.0,3e-06
2954,2984.0,0.149144296,0.145928805,0.342631046,0.9045098159999999,0.9611084240000001,297.0,57.0,3e-06
2955,2985.0,0.263461333,0.260816048,4.902638713,2.1306212980000003,57.32042424,305.0,65.0,3e-06
2956,2986.0,0.342493926,0.34283340700000003,8.642746962999999,6.91234107,129.6783344,316.0,74.0,3e-06
2958,2988.0,0.26120592600000003,0.258655528,5.525223392000001,9.99914203,27.53427771,307.0,60.0,3e-06
2960,2990.0,0.16220622199999998,0.160547911,2.905668988,2.218106808,2.043382225,260.0,55.0,3e-06
2962,2992.0,0.191305778,0.18805271199999998,2.131442758,2.026460145,4.218115935,306.0,58.0,3e-06
2963,2993.0,0.18726163,0.184101332,2.003377114,2.252854574,3.348928907,282.0,54.0,3e-06
2964,2994.0,0.214853333,0.21249115600000001,4.584322889,7.266636851,4.033615976,287.0,56.0,3e-06
2965,2995.0,0.233896889,0.23469498,5.770100675,13.44114238,4.187639762,294.0,62.0,3e-06
2966,2996.0,0.230565333,0.231253966,4.996778051000001,5.211507745,4.138516443,280.0,57.0,3e-06
2967,2997.0,0.270006815,0.269846109,11.24981517,5.539352507,5.840171229,283.0,57.0,3e-06
2968,2998.0,0.346032889,0.34603963600000004,16.57345223,13.62588877,46.40765418,275.0,65.0,3e-06
2969,2999.0,0.364802667,0.366194504,6.762671022999999,23.28954646,47.09061619,278.0,68.0,3e-06
2970,3000.0,0.29431437,0.293874095,4.799709751,1.739359809,34.19147324,270.0,61.0,3e-06
2971,3001.0,0.20773096300000002,0.205426794,0.7711868270000001,1.139036701,2.187384197,304.0,62.0,3e-06
2972,3002.0,0.164701333,0.157480721,1.707980029,1.055822784,1.158833892,297.0,60.0,3e-06
2973,3003.0,0.230737185,0.228976885,4.180821643,1.5873896730000001,2.64830551,322.0,69.0,3e-06
2975,3005.0,0.31546399999999997,0.316036291,6.1580763229999995,28.75053167,57.47091575,311.0,77.0,3e-06
2977,3007.0,0.136323259,0.1345459,0.765190168,3.0408813360000004,1.077673625,167.0,40.0,3e-06
2979,3009.0,0.135035556,0.134370228,0.0,1.344566041,1.8351420669999998,234.0,48.0,3e-06
2980,3010.0,0.16786844399999998,0.166961202,1.907430564,1.410940024,3.572530371,284.0,54.0,3e-06
2981,3011.0,0.18066844399999998,0.17893273399999998,2.480070463,2.094559195,2.354387054,288.0,59.0,3e-06
2982,3012.0,0.21397955600000002,0.213282098,5.126404469,5.939567912,2.725440622,299.0,59.0,3e-06
2983,3013.0,0.202369185,0.20166191,3.6748843110000005,4.155438523,1.4759996709999998,294.0,57.0,3e-06
2984,3014.0,0.232694815,0.23252113800000002,3.711274997,4.802584861000001,4.329752375,297.0,58.0,3e-06
2985,3015.0,0.269221037,0.26904267800000004,12.02946304,6.199970792999999,7.569673515,285.0,62.0,3e-06
2986,3016.0,0.350942519,0.351516285,15.79914386,13.13342339,59.05592318,282.0,69.0,3e-06
2987,3017.0,0.349783704,0.352507877,8.477387026,19.65269576,65.42790774,272.0,65.0,3e-06
2988,3018.0,0.27943140699999997,0.279552216,3.76549137,0.401365449,8.305455408,264.0,62.0,3e-06
2989,3019.0,0.194208,0.193175519,0.32768047,0.363578281,2.119531585,268.0,59.0,3e-06
2990,3020.0,0.139476148,0.137651388,1.522330026,0.73791769,0.5891512489999999,269.0,48.0,3e-06
2991,3021.0,0.17294963,0.17130305699999998,1.9169595019999999,1.605461798,1.072251987,278.0,53.0,3e-06
2992,3022.0,0.239634963,0.236950413,4.768001387,2.1951059230000003,34.89727184,282.0,56.0,3e-06
2994,3024.0,0.262362667,0.261493761,9.103668276,4.6761621380000005,36.48441507,273.0,61.0,3e-06
2995,3025.0,0.15828563,0.157191819,1.048018912,2.446062011,1.671671489,160.0,41.0,3e-06
2996,3026.0,0.129208593,0.166037864,0.0,3.6336470089999997,2.185412692,161.0,48.0,3e-06
2997,3027.0,0.13146666699999998,0.132153032,0.0,1.96756145,1.697136755,167.0,46.0,3e-06
2998,3028.0,0.162591704,0.162307965,2.100391563,1.72859868,2.266244375,242.0,49.0,3e-06
2999,3029.0,0.18352474100000002,0.183359512,2.75870976,1.9802940830000002,1.5104188530000002,269.0,51.0,3e-06
