index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
163,275.0,0.19266151899999998,0.189389648,1.6182,1.6078,1.4305,2099.0,135.0
169,285.0,0.21659392600000002,0.214533251,3.4755,2.0557,1.865,2185.0,141.0
171,287.0,0.21079463,0.208461764,3.0558,2.0184,1.5763,2221.0,151.0
806,3469.0,0.223070259,0.221617576,2.4554,2.591,3.0943,2485.0,236.0
807,3471.0,0.21917488899999998,0.21719766699999998,2.5938,2.7886,2.8553,2398.0,234.0
808,3473.0,0.216922852,0.21470367399999998,2.2907,2.8745,3.1283,2512.0,238.0
809,3481.0,0.192143667,0.189705554,2.0008,1.7652,2.0147,2562.0,231.0
810,3483.0,0.18389196300000002,0.18032259899999997,1.8155,1.5013,1.4409999999999998,2519.0,227.0
811,3485.0,0.183263185,0.18047916600000002,1.7748,1.2599,1.0965,2581.0,234.0
812,3487.0,0.218250778,0.21636495,2.4253,2.4999,2.9606,2247.0,138.0
813,3489.0,0.21488444399999998,0.21288305899999999,2.1088,2.7468,2.9758,2186.0,134.0
814,3499.0,0.19334307399999998,0.189941098,1.7833,1.579,1.3948,2365.0,152.0
815,3501.0,0.189819593,0.186651798,1.8546,1.4979,1.0679,2312.0,136.0
816,3503.0,0.212581259,0.210644008,2.303,2.2414,2.7289,2078.0,134.0
817,3505.0,0.21006863,0.20776206100000003,2.0562,2.3799,2.7959,2165.0,133.0
818,3507.0,0.208670185,0.20565325199999998,1.9591,2.2701,2.7877,2228.0,123.0
819,3515.0,0.201207852,0.19824193699999998,2.1102,1.8277,1.6855,2295.0,148.0
820,3517.0,0.196370889,0.193406362,2.0158,1.7797,1.3414,2410.0,140.0
821,3519.0,0.193659556,0.191419481,1.9115,1.4954,1.1101,2304.0,126.0
822,3521.0,0.208739593,0.206743681,2.1728,2.2091,2.665,2011.0,123.0
823,3523.0,0.206125,0.20279763,1.9833,2.2479,2.7909,2103.0,121.0
824,3533.0,0.203099815,0.19912176199999998,2.3837,2.0364,1.7366,2390.0,126.0
825,3535.0,0.198624185,0.194607635,2.1733,1.8512,1.4707,2216.0,132.0
826,3537.0,0.21652237,0.21450138300000002,2.7267,2.5592,2.9333,2045.0,126.0
827,3539.0,0.21125966699999998,0.208057183,2.0795,2.4077,2.946,2116.0,138.0
828,3549.0,0.210542222,0.20597469899999998,2.4845,2.5282,2.1968,2281.0,130.0
829,3551.0,0.20752385199999998,0.20356106899999998,2.4181,2.5827,1.8985,2325.0,137.0
830,3673.0,0.22194011100000002,0.219170692,3.9444,3.2361,2.8536,2499.0,220.0
831,3675.0,0.22216048100000002,0.219431176,3.0789,2.4755,2.8827,2493.0,229.0
832,3677.0,0.215115148,0.212136247,2.1729,2.8698,2.8539999999999996,2513.0,234.0
833,3685.0,0.194218778,0.19111188899999998,1.4481,2.2634,1.6792,2294.0,245.0
834,3687.0,0.190156963,0.186363604,1.4554,2.4491,1.4326,2281.0,218.0
835,3689.0,0.195982889,0.19269003199999998,1.7152,2.1293,1.5905,2458.0,219.0
836,3691.0,0.217730074,0.216274889,3.5513,2.4301,2.5279,2271.0,143.0
837,3693.0,0.215899704,0.214281081,2.2496,2.4182,2.7344,2333.0,140.0
838,3703.0,0.19074903699999998,0.18592854,1.3844,2.4118,1.7829,2057.0,128.0
839,3705.0,0.183912222,0.18090176,1.3316,2.0482,1.4629,2050.0,123.0
840,3707.0,0.220752222,0.218328277,3.6945,2.8725,2.5077,2196.0,135.0
841,3709.0,0.217847519,0.216233323,2.7749,2.5122,2.5222,2334.0,141.0
842,3711.0,0.21074214800000002,0.208848333,2.1390000000000002,3.014,2.7651,2270.0,125.0
843,3719.0,0.18616903699999998,0.183180992,1.3605,2.2912,2.0752,2014.0,142.0
844,3721.0,0.183767481,0.180157719,1.1773,2.0923,1.6387,1984.0,125.0
845,3723.0,0.18766144399999998,0.18477991800000002,1.4749,1.6984,1.5769,2183.0,118.0
846,3725.0,0.21310107399999997,0.211874378,2.9469,2.1408,2.1035,2164.0,137.0
847,3727.0,0.21310085199999998,0.211692871,2.4145,2.4636,2.5264,2218.0,130.0
848,3737.0,0.187001926,0.183580031,1.0625,2.1452,1.8859,1951.0,139.0
849,3739.0,0.180442667,0.177196795,0.9807,1.6347,1.4328,1884.0,116.0
850,3741.0,0.211640889,0.209495386,2.9826,2.6828,1.8719,2186.0,123.0
851,3743.0,0.21098040699999998,0.20876797100000002,2.8131,2.4757,2.0118,2269.0,147.0
852,3753.0,0.179546815,0.175536904,1.2346,1.9481,1.8212,1913.0,117.0
853,3755.0,0.17836074100000002,0.174539307,1.0487,1.7349,1.5896,1974.0,137.0
