case-name,P,EP,KX,KY,KZ,c1,p1,ep1,kx1,ky1,kz1,c2,p2,ep2,kx2,ky2,kz2,c3,p3,ep3,kx3,ky3,kz3,c4,p4,ep4,kx4,ky4,kz4,c5,p5,ep5,kx5,ky5,kz5,c6,p6,ep6,kx6,ky6,kz6,c7,p7,ep7,kx7,ky7,kz7,c8,p8,ep8,kx8,ky8,kz8
119.0,0.148946185,0.146717433,10.125,13.0446,10.5422,140,0.21170637,0.211493923,25.3139,20.6729,5.3147,143,0.205961778,0.205734508,7.9591,21.6677,15.5902,194,0.154256593,0.152174409,10.8728,2.7421,0.952,197,0.056483556,0.046143172,0.16699999999999998,0.0,0.6919,1112,0.097846815,0.095477423,1.7778,0.2093,1.578,1115,0.100569778,0.098903065,2.8917,3.5766,6.9091,1166,0.295929481,0.298621873,37.0485,156.9879,29.3051,1169,0.068815111,0.066252981,0.385,0.6358,0.2298
121.0,0.123357593,0.122725639,3.9242,5.0676,4.3864,145,0.11727437,0.11634489,6.7238,6.3803,1.4172,148,0.216263704,0.217118982,25.621,3.0205,39.3727,199,0.115942519,0.111068822,3.1866,1.0328,1.9151,202,0.08457185199999999,0.083403028,0.0806,0.4503,0.0507,1117,0.08998340699999999,0.089354349,0.8039,0.5364,0.0686,1120,0.080445333,0.079105859,0.9463,5.2037,3.5414,1171,0.090917926,0.08873698099999999,2.6307,1.6752,2.2762,1174,0.19146163,0.19111876,2.7417,2.7060000000000004,64.4709
123.0,0.122357815,0.121181165,4.372,3.0931,2.9781,147,0.260852148,0.261922395,21.184,55.7083,39.8004,150,0.047584593,0.037460495,0.0,0.1415,0.0109,201,0.065602963,0.037512334,0.0065,0.3342,0.0,204,0.124588444,0.123844222,4.1663,2.456,0.2837,1119,0.06900563,0.066480155,0.0,2.964,3.4625,1122,0.099177481,0.099212197,0.4112,2.6423,0.9321,1173,0.13221659300000002,0.131070362,2.744,2.1484,4.3015,1176,0.179834667,0.17913416,14.5417,15.1774,20.3498
125.0,0.130560111,0.128538166,3.4797,5.6533,4.6960000000000015,149,0.140918519,0.13877234900000002,22.5861,0.1412,21.6977,152,0.14131703699999998,0.131456637,0.7545,6.1814,0.0,203,0.113791111,0.113128172,0.0,13.5865,0.2126,206,0.047127407,0.035024612000000004,0.5225,0.0,0.0891,1121,0.098398519,0.0977448,2.3056,2.6884,2.0319,1124,0.117051259,0.117042424,7.5968,6.0493,5.1734,1175,0.189819852,0.190211854,0.0039,7.7756,66.0394,1178,0.196057185,0.196345228,1.8307,42.3255,18.0028
127.0,0.117344296,0.11520639,2.3717,2.1112,3.4982,151,0.085174222,0.075182762,0.1664,0.15,0.0,154,0.133126519,0.131859707,3.4772,1.3165,1.0876,205,0.088630222,0.08342083,2.9360000000000004,0.1693,0.2124,208,0.099897481,0.099165396,1.9966,0.7953,0.7168,1123,0.132556741,0.133179759,7.6667,3.5914,4.5749,1126,0.113958222,0.108323695,0.7766,0.2486,0.7427,1177,0.169424889,0.169342931,6.3034,17.7047,0.8548,1180,0.115986074,0.115536512,2.6296,2.5916,0.0589
129.0,0.134464778,0.13278183300000002,4.7901,3.9638,8.0057,153,0.17238251899999998,0.166691629,7.5577,7.4593,1.1842,156,0.116372741,0.107284,1.4956,0.0053,0.6762,207,0.046528,0.043242191,0.1249,0.0,0.7514,210,0.12672059300000002,0.125220256,7.4248,11.2066,0.3687,1125,0.107351407,0.103918593,6.3339,0.2461,4.1776,1128,0.171176296,0.16985012600000002,0.4131,9.5902,1.5709,1179,0.16998874100000005,0.170243119,4.3918,5.2861,17.9938,1182,0.165197926,0.165077112,36.2998,1.5042,10.0911
131.0,0.147344222,0.146275442,9.4529,7.1632,6.9992,155,0.098817185,0.097642578,2.0666,0.0053,0.1153,158,0.15593214800000002,0.152724151,21.3439,17.0347,1.0223,209,0.107756444,0.107960373,2.0376,2.0853,0.0,212,0.195979852,0.196964387,39.0295,30.5418,4.314,1127,0.14174163,0.138247239,0.7955,0.6883,1.2028,1130,0.196617481,0.196190718,0.0962,61.5696,3.2971,1181,0.091833778,0.127805941,3.0909,1.6217,0.0,1184,0.190075259,0.18880223,34.5034,3.9065,12.1238
1351.0,0.13542014800000002,0.132324324,1.6191,3.3673,1.4069999999999998,1945,0.153772741,0.154137134,0.9755,0.0,3.2956,1948,0.026172741,0.004326761,0.0,0.0,0.0,1999,0.16424740699999998,0.158735485,1.181,7.1878,0.6894,2002,0.160908148,0.159238202,1.0607,2.4745,0.821,2917,0.106385185,0.105503328,0.2942,0.2573,0.6148,2920,0.107694815,0.099437804,0.125,0.1911,0.6054,2971,0.190979852,0.190274553,6.7862,6.2018,0.5749,2974,0.173200296,0.17247119800000002,7.6262,8.357999999999999,6.5851
1353.0,0.126142926,0.122577385,0.8408,2.725,0.4708,1947,0.089180444,0.07290833,0.4844,0.0,0.0,1950,0.090958815,0.087045321,0.2275,0.318,0.0128,2001,0.145703111,0.142672046,1.0726,2.7554,3.3596,2004,0.113465185,0.111041391,0.0428,0.2819,3.4438,2919,0.143787259,0.141999144,0.1278,0.8079999999999999,0.3369,2922,0.061778074,0.044273153,0.0,0.1216,0.0,2973,0.197274963,0.195910808,4.4264,14.666,6.5438,2976,0.166995556,0.166535999,1.82,7.2289,2.0392
1355.0,0.098505074,0.08861765699999999,0.5295,0.222,0.1098,1949,0.050568296,0.046590130999999986,0.0832,0.0094,0.0,1952,0.063736889,0.05437665,0.047,0.0,0.0899,2003,0.155206222,0.15479100199999998,0.9998,1.8929,3.6606,2006,0.13809659300000002,0.13360970000000005,0.1761,0.3093,0.0962,2921,0.068860444,0.056237488,0.0043,0.1385,0.0176,2924,0.053435259000000006,0.036598038,0.0,0.0172,0.0,2975,0.17409866699999998,0.173533734,8.0901,16.2069,4.4992,2978,0.084038222,0.06447578,0.0118,0.0,0.0
1357.0,0.098068407,0.090143426,0.0051,0.1879,0.4653,1951,0.097550222,0.091681963,0.245,0.0,0.1284,1954,0.044473778,0.038472423,0.0052,0.0,0.0,2005,0.08858429599999999,0.085358475,0.0916,0.2492,0.2068,2008,0.152748148,0.149183858,0.0763,6.0878,0.0078,2923,0.054153481,0.036692536,0.0,0.0556,0.0,2926,0.116243259,0.112985978,0.4788,0.2774,1.8116,2977,0.11986963,0.111022581,0.0117,0.0,0.0,2980,0.110924444,0.098205307,0.0,0.0187,1.3989
1359.0,0.099750889,0.093149241,0.1525,0.7111,0.8762,1953,0.024217481000000003,0.003647107,0.0,0.0,0.0,1956,0.09126637,0.089264778,0.0744,2.1292,0.4018,2007,0.169280889,0.158766835,0.1848,4.187,0.0927,2010,0.121568593,0.118276265,0.5301,1.7993,0.2485,2925,0.099367704,0.08905294300000001,0.3173,0.0174,0.6237,2928,0.089835259,0.087847317,0.3074,1.5054,1.9582,2979,0.051592,0.01108515,0.0,0.0425,0.0,2982,0.150878815,0.147892916,1.3252,1.5955,2.4643
1361.0,0.118437333,0.116000726,0.66,2.3298,1.227,1955,0.067664,0.059611515,0.0052,0.0684,0.0,1958,0.119176296,0.113488695,3.7118,4.4964,1.0487,2009,0.114272296,0.111227811,0.2737,2.2723,0.1164,2012,0.12974696300000002,0.12848176,0.2702,5.9003,0.7681,2927,0.126764444,0.124662677,0.7020000000000001,1.5355,1.9157,2930,0.101110519,0.099826318,0.0335,0.0333,1.8103,2981,0.139734519,0.133241339,1.1427,0.0869,2.3648,2984,0.14902963,0.148364283,0.7018,2.0389,1.6418
